time,temperature,humidity,windspeed,uvindex,devicename
04/02/2022 07:00:00,10,66.28,7.6,0,weather-pro-1
04/02/2022 07:05:00,9.7,66.31,8.5,0,weather-pro-1
04/02/2022 07:10:00,10.1,66.24,6.6,0,weather-pro-1
04/02/2022 07:15:00,11,66.69,8.4,0,weather-pro-1
04/02/2022 07:20:00,10.7,65.56,7,0,weather-pro-1
04/02/2022 07:25:00,10.8,66.07,8.1,0,weather-pro-1
04/02/2022 07:30:00,9.9,65.33,7.1,0,weather-pro-1
04/02/2022 07:35:00,9.6,66.75,6.8,0,weather-pro-1
04/02/2022 07:40:00,10.3,66.59,7.3,0,weather-pro-1
04/02/2022 07:45:00,10.2,66.12,6.9,0,weather-pro-1
04/02/2022 07:50:00,9.6,65.8,6.7,0,weather-pro-1
04/02/2022 07:55:00,10.7,65.56,8.4,0,weather-pro-1
04/02/2022 08:00:00,11.9,58.64,7.3,2,weather-pro-1
04/02/2022 08:05:00,12.8,58.35,7.3,2,weather-pro-1
04/02/2022 08:10:00,12.4,58.97,7.1,2,weather-pro-1
04/02/2022 08:15:00,11.4,58.18,7.6,2,weather-pro-1
04/02/2022 08:20:00,11.6,58.06,7.1,2,weather-pro-1
04/02/2022 08:25:00,11.6,58.48,7.2,2,weather-pro-1
04/02/2022 08:30:00,12.9,59.38,7.5,2,weather-pro-1
04/02/2022 08:35:00,11.6,59.64,6.9,2,weather-pro-1
04/02/2022 08:40:00,11.2,58.6,6.7,2,weather-pro-1
04/02/2022 08:45:00,11.3,58.63,8.1,2,weather-pro-1
04/02/2022 08:50:00,11.4,58.45,7.6,2,weather-pro-1
04/02/2022 08:55:00,12.4,57.83,6.9,2,weather-pro-1
04/02/2022 09:00:00,13,54.35,13,3,weather-pro-1
04/02/2022 09:05:00,13.8,54.17,13.9,3,weather-pro-1
04/02/2022 09:10:00,13.4,54.22,13.8,3,weather-pro-1
04/02/2022 09:15:00,13.6,55.33,12.8,3,weather-pro-1
04/02/2022 09:20:00,12.7,55.22,13.5,3,weather-pro-1
04/02/2022 09:25:00,12.1,54.95,13.8,3,weather-pro-1
04/02/2022 09:30:00,12.6,55.12,13.2,3,weather-pro-1
04/02/2022 09:35:00,13.6,53.88,12.8,3,weather-pro-1
04/02/2022 09:40:00,13.2,55,13.2,3,weather-pro-1
04/02/2022 09:45:00,12.1,53.72,13.6,3,weather-pro-1
04/02/2022 09:50:00,13.2,55.13,13.4,3,weather-pro-1
04/02/2022 09:55:00,12.2,54.03,12.2,3,weather-pro-1
04/02/2022 10:00:00,13,54.35,13,3,weather-pro-1
04/02/2022 10:05:00,13.4,55.16,12.7,3,weather-pro-1
04/02/2022 10:10:00,12.4,54.73,12.5,3,weather-pro-1
04/02/2022 10:15:00,13.6,53.35,12.7,3,weather-pro-1
04/02/2022 10:20:00,12,53.7,12.2,3,weather-pro-1
04/02/2022 10:25:00,12.7,55.23,12.2,3,weather-pro-1
04/02/2022 10:30:00,12.3,53.63,12.8,3,weather-pro-1
04/02/2022 10:35:00,12.2,53.66,13.8,3,weather-pro-1
04/02/2022 10:40:00,13.6,53.39,13.4,3,weather-pro-1
04/02/2022 10:45:00,13.9,54.23,13.3,3,weather-pro-1
04/02/2022 10:50:00,13.1,53.6,12.6,3,weather-pro-1
04/02/2022 10:55:00,13.7,53.66,12.2,3,weather-pro-1
04/02/2022 11:00:00,14,47.83,21.5,4,weather-pro-1
04/02/2022 11:05:00,14.6,48.68,22,4,weather-pro-1
04/02/2022 11:10:00,13.5,47.03,22.2,4,weather-pro-1
04/02/2022 11:15:00,14,47.3,22.1,4,weather-pro-1
04/02/2022 11:20:00,14.6,48.31,20.8,4,weather-pro-1
04/02/2022 11:25:00,13.6,48.42,21.2,4,weather-pro-1
04/02/2022 11:30:00,14,48.1,20.7,4,weather-pro-1
04/02/2022 11:35:00,14.3,48.21,21.9,4,weather-pro-1
04/02/2022 11:40:00,13.1,46.87,21.1,4,weather-pro-1
04/02/2022 11:45:00,13.8,48.44,22,4,weather-pro-1
04/02/2022 11:50:00,13.3,48.81,21.9,4,weather-pro-1
04/02/2022 11:55:00,14.3,46.95,21.4,4,weather-pro-1
04/02/2022 12:00:00,14,47.46,18.4,5,weather-pro-1
04/02/2022 12:05:00,14.9,47.91,19.2,5,weather-pro-1
04/02/2022 12:10:00,14.6,47.98,18,5,weather-pro-1
04/02/2022 12:15:00,14.7,48.31,18,5,weather-pro-1
04/02/2022 12:20:00,13.8,47.22,18.2,5,weather-pro-1
04/02/2022 12:25:00,14.9,48.4,19.4,5,weather-pro-1
04/02/2022 12:30:00,15,47.6,19.2,5,weather-pro-1
04/02/2022 12:35:00,13.2,48.37,17.7,5,weather-pro-1
04/02/2022 12:40:00,13.3,47.22,17.4,5,weather-pro-1
04/02/2022 12:45:00,14.6,47.5,18.8,5,weather-pro-1
04/02/2022 12:50:00,14.5,47.43,19.3,5,weather-pro-1
04/02/2022 12:55:00,14,47.55,18.3,5,weather-pro-1
04/02/2022 13:00:00,15,41.44,16.6,7,weather-pro-1
04/02/2022 13:05:00,15.2,41.54,16.3,7,weather-pro-1
04/02/2022 13:10:00,14.1,41.58,16.7,7,weather-pro-1
04/02/2022 13:15:00,15.7,40.94,16.9,7,weather-pro-1
04/02/2022 13:20:00,15.3,40.82,16,7,weather-pro-1
04/02/2022 13:25:00,15.8,41.35,16.9,7,weather-pro-1
04/02/2022 13:30:00,15.3,40.52,15.7,7,weather-pro-1
04/02/2022 13:35:00,14.1,41.64,16.2,7,weather-pro-1
04/02/2022 13:40:00,14.3,40.62,16.6,7,weather-pro-1
04/02/2022 13:45:00,15.2,41.97,16,7,weather-pro-1
04/02/2022 13:50:00,15.6,40.66,16,7,weather-pro-1
04/02/2022 13:55:00,15.8,42.13,15.9,7,weather-pro-1
04/02/2022 14:00:00,16,36.53,14.5,7,weather-pro-1
04/02/2022 14:05:00,15.6,36.8,15.4,7,weather-pro-1
04/02/2022 14:10:00,16.8,37.38,14,7,weather-pro-1
04/02/2022 14:15:00,16,35.58,13.9,7,weather-pro-1
04/02/2022 14:20:00,15.5,35.6,14.2,7,weather-pro-1
04/02/2022 14:25:00,16.5,36.81,13.8,7,weather-pro-1
04/02/2022 14:30:00,15,36,15.4,7,weather-pro-1
04/02/2022 14:35:00,15.5,37.07,14.3,7,weather-pro-1
04/02/2022 14:40:00,16.7,35.72,14.7,7,weather-pro-1
04/02/2022 14:45:00,16.3,35.79,14.4,7,weather-pro-1
04/02/2022 14:50:00,16.7,36.95,14.8,7,weather-pro-1
04/02/2022 14:55:00,16.1,35.91,14.5,7,weather-pro-1
04/02/2022 15:00:00,15,35.88,27.7,5,weather-pro-1
04/02/2022 15:05:00,15.5,36.3,28.6,5,weather-pro-1
04/02/2022 15:10:00,15.4,35.3,27.3,5,weather-pro-1
04/02/2022 15:15:00,15.4,35.25,27,5,weather-pro-1
04/02/2022 15:20:00,15,36.66,27.9,5,weather-pro-1
04/02/2022 15:25:00,14.9,36.35,26.8,5,weather-pro-1
04/02/2022 15:30:00,15.2,35.2,27.9,5,weather-pro-1
04/02/2022 15:35:00,16,35.55,27.4,5,weather-pro-1
04/02/2022 15:40:00,15.5,34.95,27,5,weather-pro-1
04/02/2022 15:45:00,15.7,36.53,27.7,5,weather-pro-1
04/02/2022 15:50:00,15.6,36.6,28.2,5,weather-pro-1
04/02/2022 15:55:00,16,35.74,27.4,5,weather-pro-1
04/02/2022 16:00:00,15,35.88,22.3,3,weather-pro-1
04/02/2022 16:05:00,14.2,36.44,22,3,weather-pro-1
04/02/2022 16:10:00,14.3,35.17,22.5,3,weather-pro-1
04/02/2022 16:15:00,14.2,36.23,22.7,3,weather-pro-1
04/02/2022 16:20:00,15.7,35.99,23.2,3,weather-pro-1
04/02/2022 16:25:00,14.1,36.36,21.7,3,weather-pro-1
04/02/2022 16:30:00,14.7,35.99,23.1,3,weather-pro-1
04/02/2022 16:35:00,15.9,35.51,22.6,3,weather-pro-1
04/02/2022 16:40:00,15.6,34.91,21.3,3,weather-pro-1
04/02/2022 16:45:00,14,36.72,22.1,3,weather-pro-1
04/02/2022 16:50:00,14.9,36.08,22.2,3,weather-pro-1
04/02/2022 16:55:00,14.3,35,22.2,3,weather-pro-1
04/02/2022 17:00:00,15.9,27.47,26.8,3,weather-pro-1
04/02/2022 17:05:00,16.7,26.75,26.2,3,weather-pro-1
04/02/2022 17:10:00,15.4,27.19,26.2,3,weather-pro-1
04/02/2022 17:15:00,16.6,27.84,27.1,3,weather-pro-1
04/02/2022 17:20:00,15.9,27.39,26.6,3,weather-pro-1
04/02/2022 17:25:00,16.2,28.37,26.1,3,weather-pro-1
04/02/2022 17:30:00,15.2,27.85,27,3,weather-pro-1
04/02/2022 17:35:00,15.5,26.73,26.6,3,weather-pro-1
04/02/2022 17:40:00,15.1,27.16,26.3,3,weather-pro-1
04/02/2022 17:45:00,15.2,28.13,27.3,3,weather-pro-1
04/02/2022 17:50:00,16.6,27.24,27.3,3,weather-pro-1
04/02/2022 17:55:00,15.4,28.36,27.3,3,weather-pro-1
04/02/2022 18:00:00,15,26.72,22.3,1,weather-pro-1
04/02/2022 18:05:00,14.4,27.61,23.2,1,weather-pro-1
04/02/2022 18:10:00,15.9,27.01,22,1,weather-pro-1
04/02/2022 18:15:00,15.1,26.33,22.1,1,weather-pro-1
04/02/2022 18:20:00,15.9,27.71,21.5,1,weather-pro-1
04/02/2022 18:25:00,14.9,27.57,22.8,1,weather-pro-1
04/02/2022 18:30:00,15.5,27.1,21.9,1,weather-pro-1
04/02/2022 18:35:00,14.4,26.04,22.6,1,weather-pro-1
04/02/2022 18:40:00,15.9,26.78,21.9,1,weather-pro-1
04/02/2022 18:45:00,14.4,26.65,23.2,1,weather-pro-1
04/02/2022 18:50:00,16,27.44,21.4,1,weather-pro-1
04/02/2022 18:55:00,14.8,27.21,21.4,1,weather-pro-1
04/02/2022 19:00:00,10,53.55,25.9,0,weather-pro-1
04/02/2022 19:05:00,9.6,53.12,26.2,0,weather-pro-1
04/02/2022 19:10:00,9.4,54.48,26.2,0,weather-pro-1
04/02/2022 19:15:00,10.2,54.27,26.2,0,weather-pro-1
04/02/2022 19:20:00,11,54.37,26.5,0,weather-pro-1
04/02/2022 19:25:00,9,53.1,25.5,0,weather-pro-1
04/02/2022 19:30:00,9.1,53.92,25.9,0,weather-pro-1
04/02/2022 19:35:00,10.8,54.31,26.1,0,weather-pro-1
04/02/2022 19:40:00,10.3,52.75,26.7,0,weather-pro-1
04/02/2022 19:45:00,10,53.56,26.1,0,weather-pro-1
04/02/2022 19:50:00,10.7,53.62,26.5,0,weather-pro-1
04/02/2022 19:55:00,10.6,53.33,26,0,weather-pro-1
04/02/2022 20:00:00,9,61.7,17.6,0,weather-pro-1
04/02/2022 20:05:00,8.1,61.41,17.8,0,weather-pro-1
04/02/2022 20:10:00,8.9,62.68,18,0,weather-pro-1
04/02/2022 20:15:00,9.5,61.98,18.2,0,weather-pro-1
04/02/2022 20:20:00,8.7,61.84,16.7,0,weather-pro-1
04/02/2022 20:25:00,9.9,61.83,16.7,0,weather-pro-1
04/02/2022 20:30:00,8.6,62.61,18.4,0,weather-pro-1
04/02/2022 20:35:00,8.9,61.44,17.7,0,weather-pro-1
04/02/2022 20:40:00,8.3,60.79,17.7,0,weather-pro-1
04/02/2022 20:45:00,8.5,61.57,17.2,0,weather-pro-1
04/02/2022 20:50:00,8.8,61.35,16.7,0,weather-pro-1
04/02/2022 20:55:00,9.4,61.13,17.1,0,weather-pro-1
04/02/2022 21:00:00,8,61.29,14.8,0,weather-pro-1
04/02/2022 21:05:00,7.9,62.05,15.2,0,weather-pro-1
04/02/2022 21:10:00,7.7,61.11,15.5,0,weather-pro-1
04/02/2022 21:15:00,7.9,61.18,14.1,0,weather-pro-1
04/02/2022 21:20:00,7.9,61.27,15.8,0,weather-pro-1
04/02/2022 21:25:00,7.2,60.78,14.3,0,weather-pro-1
04/02/2022 21:30:00,7.5,60.68,15,0,weather-pro-1
04/02/2022 21:35:00,8,60.98,14.1,0,weather-pro-1
04/02/2022 21:40:00,8.4,60.56,15.1,0,weather-pro-1
04/02/2022 21:45:00,8.4,62.1,14.6,0,weather-pro-1
04/02/2022 21:50:00,7.4,61.57,15.7,0,weather-pro-1
04/02/2022 21:55:00,7.6,60.73,14.3,0,weather-pro-1
04/02/2022 22:00:00,8,61.29,5.4,0,weather-pro-1
04/02/2022 22:05:00,7.7,61.19,5,0,weather-pro-1
04/02/2022 22:10:00,8.9,61.03,5.3,0,weather-pro-1
04/02/2022 22:15:00,7.6,61.94,6.2,0,weather-pro-1
04/02/2022 22:20:00,7.6,60.98,5.7,0,weather-pro-1
04/02/2022 22:25:00,8.5,61.93,6,0,weather-pro-1
04/02/2022 22:30:00,7.1,61.11,4.7,0,weather-pro-1
04/02/2022 22:35:00,7.6,61.43,6.4,0,weather-pro-1
04/02/2022 22:40:00,8.9,60.67,4.9,0,weather-pro-1
04/02/2022 22:45:00,7.1,62.05,4.5,0,weather-pro-1
04/02/2022 22:50:00,8.4,60.98,5.8,0,weather-pro-1
04/02/2022 22:55:00,7,61.3,5.9,0,weather-pro-1
04/02/2022 23:00:00,7,61.59,3.6,0,weather-pro-1
04/02/2022 23:05:00,8,62.41,2.8,0,weather-pro-1
04/02/2022 23:10:00,6.9,62.26,4.1,0,weather-pro-1
04/02/2022 23:15:00,6.6,60.63,4.5,0,weather-pro-1
04/02/2022 23:20:00,6.8,62.09,4,0,weather-pro-1
04/02/2022 23:25:00,7.2,61.92,4.4,0,weather-pro-1
04/02/2022 23:30:00,6.6,60.61,3.7,0,weather-pro-1
04/02/2022 23:35:00,6.2,62.24,2.7,0,weather-pro-1
04/02/2022 23:40:00,7.3,61.85,3.7,0,weather-pro-1
04/02/2022 23:45:00,6.9,61.08,3.7,0,weather-pro-1
04/02/2022 23:50:00,6.8,61.84,4.2,0,weather-pro-1
04/02/2022 23:55:00,7.9,62.36,3.5,0,weather-pro-1
04/03/2022 00:00:00,7,61.04,11.2,0,weather-pro-1
04/03/2022 00:05:00,7.3,60.32,11.2,0,weather-pro-1
04/03/2022 00:10:00,7.2,61.9,11.7,0,weather-pro-1
04/03/2022 00:15:00,6.7,61.97,10.8,0,weather-pro-1
04/03/2022 00:20:00,7.5,61.44,10.3,0,weather-pro-1
04/03/2022 00:25:00,6.9,61.7,10.7,0,weather-pro-1
04/03/2022 00:30:00,6.4,61.36,10.7,0,weather-pro-1
04/03/2022 00:35:00,7.7,61.14,10.8,0,weather-pro-1
04/03/2022 00:40:00,7.1,60.95,10.9,0,weather-pro-1
04/03/2022 00:45:00,6.6,61.31,11.1,0,weather-pro-1
04/03/2022 00:50:00,7.7,61.56,10.8,0,weather-pro-1
04/03/2022 00:55:00,7.9,61.11,11.5,0,weather-pro-1
04/03/2022 01:00:00,6,75.51,7.6,0,weather-pro-1
04/03/2022 01:05:00,6.2,75.59,8.2,0,weather-pro-1
04/03/2022 01:10:00,6.3,75.78,7.9,0,weather-pro-1
04/03/2022 01:15:00,6.8,75.83,7.5,0,weather-pro-1
04/03/2022 01:20:00,6.2,75.37,6.8,0,weather-pro-1
04/03/2022 01:25:00,6.2,76.49,6.9,0,weather-pro-1
04/03/2022 01:30:00,5.5,75.73,7.5,0,weather-pro-1
04/03/2022 01:35:00,6,76.24,8.3,0,weather-pro-1
04/03/2022 01:40:00,7,74.61,8.5,0,weather-pro-1
04/03/2022 01:45:00,6.5,75.58,6.9,0,weather-pro-1
04/03/2022 01:50:00,6.6,75.64,7,0,weather-pro-1
04/03/2022 01:55:00,5.4,76.06,6.7,0,weather-pro-1
04/03/2022 02:00:00,5,81.36,0.1,0,weather-pro-1
04/03/2022 02:05:00,5.3,80.72,0,0,weather-pro-1
04/03/2022 02:10:00,4.8,80.81,0.3,0,weather-pro-1
04/03/2022 02:15:00,4.2,81.37,0,0,weather-pro-1
04/03/2022 02:20:00,5.6,80.54,0.1,0,weather-pro-1
04/03/2022 02:25:00,5.5,81.7,0,0,weather-pro-1
04/03/2022 02:30:00,4.6,81.39,0,0,weather-pro-1
04/03/2022 02:35:00,5.6,81.18,0,0,weather-pro-1
04/03/2022 02:40:00,5.1,82.21,0,0,weather-pro-1
04/03/2022 02:45:00,5.2,81.48,0.2,0,weather-pro-1
04/03/2022 02:50:00,4.9,82.28,0,0,weather-pro-1
04/03/2022 02:55:00,4.9,80.46,0.2,0,weather-pro-1
04/03/2022 03:00:00,4,86.8,22.3,0,weather-pro-1
04/03/2022 03:05:00,3.1,87.4,22.5,0,weather-pro-1
04/03/2022 03:10:00,4.4,86.71,22.2,0,weather-pro-1
04/03/2022 03:15:00,4.8,86.69,21.6,0,weather-pro-1
04/03/2022 03:20:00,4.8,87.56,22.5,0,weather-pro-1
04/03/2022 03:25:00,3.3,86.88,21.4,0,weather-pro-1
04/03/2022 03:30:00,4.1,86.34,22.8,0,weather-pro-1
04/03/2022 03:35:00,3.7,86.75,21.5,0,weather-pro-1
04/03/2022 03:40:00,4.9,87.35,21.6,0,weather-pro-1
04/03/2022 03:45:00,4.6,87.39,23.2,0,weather-pro-1
04/03/2022 03:50:00,4,87.17,23.3,0,weather-pro-1
04/03/2022 03:55:00,3.8,86.33,21.5,0,weather-pro-1
04/03/2022 04:00:00,3,93.14,20.5,0,weather-pro-1
04/03/2022 04:05:00,2.7,93.88,19.8,0,weather-pro-1
04/03/2022 04:10:00,4,92.29,20.3,0,weather-pro-1
04/03/2022 04:15:00,2.1,92.36,20.2,0,weather-pro-1
04/03/2022 04:20:00,2.7,92.26,19.7,0,weather-pro-1
04/03/2022 04:25:00,2.6,93.38,21.1,0,weather-pro-1
04/03/2022 04:30:00,3.9,93.11,20.9,0,weather-pro-1
04/03/2022 04:35:00,3.1,92.32,20.4,0,weather-pro-1
04/03/2022 04:40:00,2.3,93.54,21.4,0,weather-pro-1
04/03/2022 04:45:00,2.6,93.44,19.8,0,weather-pro-1
04/03/2022 04:50:00,2.7,92.91,20.4,0,weather-pro-1
04/03/2022 04:55:00,2.9,92.56,20.9,0,weather-pro-1
04/03/2022 05:00:00,3,93.19,3.6,0,weather-pro-1
04/03/2022 05:05:00,3.2,93.72,3.5,0,weather-pro-1
04/03/2022 05:10:00,3,93.05,2.6,0,weather-pro-1
04/03/2022 05:15:00,2.3,92.55,4.2,0,weather-pro-1
04/03/2022 05:20:00,3.3,92.31,4.2,0,weather-pro-1
04/03/2022 05:25:00,2.3,92.59,3.4,0,weather-pro-1
04/03/2022 05:30:00,3.9,93.19,2.6,0,weather-pro-1
04/03/2022 05:35:00,2.3,93,3.1,0,weather-pro-1
04/03/2022 05:40:00,3.6,93.24,3.7,0,weather-pro-1
04/03/2022 05:45:00,3.2,93.9,3.9,0,weather-pro-1
04/03/2022 05:50:00,3.4,93.57,3.8,0,weather-pro-1
04/03/2022 05:55:00,3.7,92.4,3.4,0,weather-pro-1
04/03/2022 06:00:00,3,93.14,14.8,0,weather-pro-1
04/03/2022 06:05:00,3.2,92.57,14.9,0,weather-pro-1
04/03/2022 06:10:00,3.7,92.48,15,0,weather-pro-1
04/03/2022 06:15:00,3.5,92.95,15.2,0,weather-pro-1
04/03/2022 06:20:00,2.4,92.31,15.5,0,weather-pro-1
04/03/2022 06:25:00,3.2,92.27,15.2,0,weather-pro-1
04/03/2022 06:30:00,2.8,93.53,14,0,weather-pro-1
04/03/2022 06:35:00,3.2,93.36,15.1,0,weather-pro-1
04/03/2022 06:40:00,2.2,92.68,15,0,weather-pro-1
04/03/2022 06:45:00,3.8,92.22,14.9,0,weather-pro-1
04/03/2022 06:50:00,3.8,94.11,14.5,0,weather-pro-1
04/03/2022 06:55:00,2.3,92.95,14.4,0,weather-pro-1
04/03/2022 07:00:00,3,86.7,14.8,0,weather-pro-1
04/03/2022 07:05:00,3.7,87.17,14.7,0,weather-pro-1
04/03/2022 07:10:00,2.8,86.57,15.7,0,weather-pro-1
04/03/2022 07:15:00,2.2,86.54,14.5,0,weather-pro-1
04/03/2022 07:20:00,3,86.14,15.5,0,weather-pro-1
04/03/2022 07:25:00,3.6,87.06,15,0,weather-pro-1
04/03/2022 07:30:00,3.1,87.05,15.4,0,weather-pro-1
04/03/2022 07:35:00,3.4,85.94,14.4,0,weather-pro-1
04/03/2022 07:40:00,2.8,87.08,13.9,0,weather-pro-1
04/03/2022 07:45:00,2.4,87.17,14.1,0,weather-pro-1
04/03/2022 07:50:00,2.7,85.93,14,0,weather-pro-1
04/03/2022 07:55:00,3.4,87.68,15,0,weather-pro-1
04/03/2022 08:00:00,3,86.67,3.6,0,weather-pro-1
04/03/2022 08:05:00,2.2,86.43,3.8,0,weather-pro-1
04/03/2022 08:10:00,3.6,86.41,3.6,0,weather-pro-1
04/03/2022 08:15:00,3.8,87.12,3.8,0,weather-pro-1
04/03/2022 08:20:00,2.3,87.1,4.6,0,weather-pro-1
04/03/2022 08:25:00,2.7,87.12,4.4,0,weather-pro-1
04/03/2022 08:30:00,2.1,85.97,4.1,0,weather-pro-1
04/03/2022 08:35:00,3.2,86.1,4.2,0,weather-pro-1
04/03/2022 08:40:00,2.1,86.52,3,0,weather-pro-1
04/03/2022 08:45:00,3,85.9,2.7,0,weather-pro-1
04/03/2022 08:50:00,2.4,86.96,2.8,0,weather-pro-1
04/03/2022 08:55:00,2.3,87.33,3.4,0,weather-pro-1
04/03/2022 09:00:00,3,86.7,24.1,1,weather-pro-1
04/03/2022 09:05:00,2.2,87.07,24.6,1,weather-pro-1
04/03/2022 09:10:00,2.2,86.39,23.1,1,weather-pro-1
04/03/2022 09:15:00,3.3,87.48,23.8,1,weather-pro-1
04/03/2022 09:20:00,3.1,86.22,24.3,1,weather-pro-1
04/03/2022 09:25:00,3,85.89,24.4,1,weather-pro-1
04/03/2022 09:30:00,3.4,87.26,23.9,1,weather-pro-1
04/03/2022 09:35:00,3.3,87.35,23.6,1,weather-pro-1
04/03/2022 09:40:00,3.5,86.84,24.2,1,weather-pro-1
