time,temperature,humidity,windspeed,uvindex,devicename
04/04/2022 07:15:00,1.2,81.37,2.6,0,weather-pro-10
04/04/2022 07:20:00,1.2,79.89,1.1,0,weather-pro-10
04/04/2022 07:25:00,2.7,80.04,2.6,0,weather-pro-10
04/04/2022 07:30:00,1.8,81.3,1.6,0,weather-pro-10
04/04/2022 07:35:00,2.8,79.79,1,0,weather-pro-10
04/04/2022 07:40:00,2.9,80.48,2.5,0,weather-pro-10
04/04/2022 07:45:00,1.5,79.69,1.5,0,weather-pro-10
04/04/2022 07:50:00,2.8,79.8,1.5,0,weather-pro-10
04/04/2022 07:55:00,1.4,80.47,2.7,0,weather-pro-10
04/04/2022 08:00:00,2.9,82.02,3.2,1,weather-pro-10
04/04/2022 08:05:00,2.6,82.51,3.4,1,weather-pro-10
04/04/2022 08:10:00,2.6,82.95,3.8,1,weather-pro-10
04/04/2022 08:15:00,2.9,82.66,2.6,1,weather-pro-10
04/04/2022 08:20:00,3.4,81.72,2.9,1,weather-pro-10
04/04/2022 08:25:00,2,82.37,3.5,1,weather-pro-10
04/04/2022 08:30:00,3.6,81.46,3.8,1,weather-pro-10
04/04/2022 08:35:00,3.7,81.22,3.9,1,weather-pro-10
04/04/2022 08:40:00,3.8,83.02,3.9,1,weather-pro-10
04/04/2022 08:45:00,2.9,82.68,3.7,1,weather-pro-10
04/04/2022 08:50:00,3.2,81.08,2.7,1,weather-pro-10
04/04/2022 08:55:00,3.7,81.59,2.8,1,weather-pro-10
04/04/2022 09:00:00,5,65.17,3.6,3,weather-pro-10
04/04/2022 09:05:00,5.6,65.36,3.7,3,weather-pro-10
04/04/2022 09:10:00,5.6,64.85,3,3,weather-pro-10
04/04/2022 09:15:00,5.9,65.26,3.6,3,weather-pro-10
04/04/2022 09:20:00,4.2,65.36,3.1,3,weather-pro-10
04/04/2022 09:25:00,5.9,65.9,4,3,weather-pro-10
04/04/2022 09:30:00,5.2,65.76,4.2,3,weather-pro-10
04/04/2022 09:35:00,4.8,65.61,3.6,3,weather-pro-10
04/04/2022 09:40:00,5.8,65.65,4.1,3,weather-pro-10
04/04/2022 09:45:00,5.1,65.48,2.9,3,weather-pro-10
04/04/2022 09:50:00,5.6,66.1,2.9,3,weather-pro-10
04/04/2022 09:55:00,4.7,65.42,3.8,3,weather-pro-10
04/04/2022 10:00:00,6,56.5,3.6,3,weather-pro-10
04/04/2022 10:05:00,6.6,57.01,3.9,3,weather-pro-10
04/04/2022 10:10:00,6.2,55.53,4.2,3,weather-pro-10
04/04/2022 10:15:00,6.6,57.37,2.9,3,weather-pro-10
04/04/2022 10:20:00,6.6,57.25,3.1,3,weather-pro-10
04/04/2022 10:25:00,6.6,56.44,4.2,3,weather-pro-10
04/04/2022 10:30:00,5.9,56.95,2.7,3,weather-pro-10
04/04/2022 10:35:00,6.4,57.48,4,3,weather-pro-10
04/04/2022 10:40:00,5.4,55.81,3.7,3,weather-pro-10
04/04/2022 10:45:00,5.1,56.29,3.3,3,weather-pro-10
04/04/2022 10:50:00,6.9,56.7,4.5,3,weather-pro-10
04/04/2022 10:55:00,6,57.36,3,3,weather-pro-10
04/04/2022 11:00:00,6.3,54.44,3.6,3,weather-pro-10
04/04/2022 11:05:00,6.7,53.5,3.5,3,weather-pro-10
04/04/2022 11:10:00,6.9,53.66,4,3,weather-pro-10
04/04/2022 11:15:00,6.7,54.47,3.8,3,weather-pro-10
04/04/2022 11:20:00,5.9,54.14,3.5,3,weather-pro-10
04/04/2022 11:25:00,6.1,54.74,2.8,3,weather-pro-10
04/04/2022 11:30:00,6.3,55.04,4.4,3,weather-pro-10
04/04/2022 11:35:00,6.4,54.24,2.6,3,weather-pro-10
04/04/2022 11:40:00,6.4,54.31,2.9,3,weather-pro-10
04/04/2022 11:45:00,6.4,53.64,4.2,3,weather-pro-10
04/04/2022 11:50:00,6.2,53.53,3.5,3,weather-pro-10
04/04/2022 11:55:00,6.9,53.86,3.7,3,weather-pro-10
04/04/2022 12:00:00,9,49.55,7.6,5,weather-pro-10
04/04/2022 12:05:00,8.3,50.05,7,5,weather-pro-10
04/04/2022 12:10:00,9.6,48.81,6.8,5,weather-pro-10
04/04/2022 12:15:00,8.3,50.06,7.8,5,weather-pro-10
04/04/2022 12:20:00,8.2,48.65,6.9,5,weather-pro-10
04/04/2022 12:25:00,8.8,49.55,8.2,5,weather-pro-10
04/04/2022 12:30:00,9.1,49.95,6.7,5,weather-pro-10
04/04/2022 12:35:00,8.4,48.57,7.1,5,weather-pro-10
04/04/2022 12:40:00,8.5,49.6,8.6,5,weather-pro-10
04/04/2022 12:45:00,8.4,48.94,7.8,5,weather-pro-10
04/04/2022 12:50:00,8.7,49.14,6.7,5,weather-pro-10
04/04/2022 12:55:00,9,50.24,6.7,5,weather-pro-10
04/04/2022 13:00:00,9,46.04,7.6,5,weather-pro-10
04/04/2022 13:05:00,9.8,45.25,7.2,5,weather-pro-10
04/04/2022 13:10:00,8.8,45.33,7.5,5,weather-pro-10
04/04/2022 13:15:00,9.4,45.38,7.2,5,weather-pro-10
04/04/2022 13:20:00,9.7,46.25,6.9,5,weather-pro-10
04/04/2022 13:25:00,9.5,46.69,6.8,5,weather-pro-10
04/04/2022 13:30:00,8.9,45.89,7.5,5,weather-pro-10
04/04/2022 13:35:00,8.9,45.8,6.8,5,weather-pro-10
04/04/2022 13:40:00,9.3,45.83,6.6,5,weather-pro-10
04/04/2022 13:45:00,9.4,45.59,6.7,5,weather-pro-10
04/04/2022 13:50:00,8.1,46.6,7.3,5,weather-pro-10
04/04/2022 13:55:00,9.8,45.16,8.1,5,weather-pro-10
04/04/2022 14:00:00,9.4,48.92,6.5,6,weather-pro-10
04/04/2022 14:05:00,8.7,48.9,5.7,6,weather-pro-10
04/04/2022 14:10:00,9.9,49.77,6.6,6,weather-pro-10
04/04/2022 14:15:00,9.7,49.45,5.6,6,weather-pro-10
04/04/2022 14:20:00,8.5,48.65,5.6,6,weather-pro-10
04/04/2022 14:25:00,8.7,49.23,6.5,6,weather-pro-10
04/04/2022 14:30:00,9.5,49.47,6.4,6,weather-pro-10
04/04/2022 14:35:00,9.3,49.39,6.4,6,weather-pro-10
04/04/2022 14:40:00,9.7,47.98,6,6,weather-pro-10
04/04/2022 14:45:00,9,48.61,5.6,6,weather-pro-10
04/04/2022 14:50:00,10.1,48.88,6.9,6,weather-pro-10
04/04/2022 14:55:00,8.9,48.89,7.1,6,weather-pro-10
04/04/2022 15:00:00,9,46.04,1.8,5,weather-pro-10
04/04/2022 15:05:00,9.5,47.01,2.3,5,weather-pro-10
04/04/2022 15:10:00,9.1,46.73,2.8,5,weather-pro-10
04/04/2022 15:15:00,8,46.58,2.7,5,weather-pro-10
04/04/2022 15:20:00,9,46.36,0.9,5,weather-pro-10
04/04/2022 15:25:00,9,45.95,0.9,5,weather-pro-10
04/04/2022 15:30:00,8.6,45.7,1.7,5,weather-pro-10
04/04/2022 15:35:00,9.9,45.18,1.2,5,weather-pro-10
04/04/2022 15:40:00,8,45.04,1.1,5,weather-pro-10
04/04/2022 15:45:00,9.9,46.23,1.1,5,weather-pro-10
04/04/2022 15:50:00,8.1,45.22,1.5,5,weather-pro-10
04/04/2022 15:55:00,8.8,46.74,1.1,5,weather-pro-10
04/04/2022 16:00:00,9,46.04,3.6,3,weather-pro-10
04/04/2022 16:05:00,8.8,46.95,4.5,3,weather-pro-10
04/04/2022 16:10:00,8.8,45.63,2.6,3,weather-pro-10
04/04/2022 16:15:00,9.1,45.13,3.3,3,weather-pro-10
04/04/2022 16:20:00,9.3,45.94,2.7,3,weather-pro-10
04/04/2022 16:25:00,9.2,45.88,3.5,3,weather-pro-10
04/04/2022 16:30:00,9,45.58,2.8,3,weather-pro-10
04/04/2022 16:35:00,8.2,46.09,3.5,3,weather-pro-10
04/04/2022 16:40:00,8.4,45.93,4,3,weather-pro-10
04/04/2022 16:45:00,8.3,46.14,4.4,3,weather-pro-10
04/04/2022 16:50:00,10,46.18,2.9,3,weather-pro-10
04/04/2022 16:55:00,8.5,46.55,3.1,3,weather-pro-10
04/04/2022 17:00:00,9.5,46.77,3.6,2,weather-pro-10
04/04/2022 17:05:00,8.6,46.28,4.6,2,weather-pro-10
04/04/2022 17:10:00,9.3,47.08,4.6,2,weather-pro-10
04/04/2022 17:15:00,10.2,46.95,3.1,2,weather-pro-10
04/04/2022 17:20:00,10.2,46.8,2.9,2,weather-pro-10
04/04/2022 17:25:00,9.2,47.01,3.2,2,weather-pro-10
04/04/2022 17:30:00,9.6,47.14,4,2,weather-pro-10
04/04/2022 17:35:00,9,47.15,3.7,2,weather-pro-10
04/04/2022 17:40:00,8.5,47.29,3.7,2,weather-pro-10
04/04/2022 17:45:00,9.6,46.07,3,2,weather-pro-10
04/04/2022 17:50:00,9.4,47.6,3.3,2,weather-pro-10
04/04/2022 17:55:00,9.1,45.95,3.1,2,weather-pro-10
04/04/2022 18:00:00,9,53.29,3.6,1,weather-pro-10
04/04/2022 18:05:00,8.8,53.85,3.6,1,weather-pro-10
04/04/2022 18:10:00,9,52.88,4.2,1,weather-pro-10
04/04/2022 18:15:00,9.1,52.84,3.8,1,weather-pro-10
04/04/2022 18:20:00,8.2,54.28,4.5,1,weather-pro-10
04/04/2022 18:25:00,8,54.15,3.3,1,weather-pro-10
04/04/2022 18:30:00,8.7,53.08,2.8,1,weather-pro-10
04/04/2022 18:35:00,8.5,54.12,3.3,1,weather-pro-10
04/04/2022 18:40:00,8.9,53.92,3.6,1,weather-pro-10
04/04/2022 18:45:00,8.4,52.54,4,1,weather-pro-10
04/04/2022 18:50:00,9.9,54.18,3.9,1,weather-pro-10
04/04/2022 18:55:00,9.1,52.7,3.4,1,weather-pro-10
04/04/2022 19:00:00,9,49.55,1.8,0,weather-pro-10
04/04/2022 19:05:00,9.9,49.8,2.2,0,weather-pro-10
04/04/2022 19:10:00,9.5,50.52,1.5,0,weather-pro-10
04/04/2022 19:15:00,9.3,49.73,2,0,weather-pro-10
04/04/2022 19:20:00,9.9,50.16,1.4,0,weather-pro-10
04/04/2022 19:25:00,9.5,50.24,1,0,weather-pro-10
04/04/2022 19:30:00,8.6,49.29,1,0,weather-pro-10
04/04/2022 19:35:00,8.6,48.98,1.2,0,weather-pro-10
04/04/2022 19:40:00,8,49.37,2.2,0,weather-pro-10
04/04/2022 19:45:00,8.4,49.27,1.1,0,weather-pro-10
04/04/2022 19:50:00,8.9,50.19,0.8,0,weather-pro-10
04/04/2022 19:55:00,9.1,48.55,1.8,0,weather-pro-10
04/04/2022 20:00:00,7.1,63.26,2.9,0,weather-pro-10
04/04/2022 20:05:00,7.4,63.88,2.1,0,weather-pro-10
04/04/2022 20:10:00,6.3,62.52,1.9,0,weather-pro-10
04/04/2022 20:15:00,7.1,63.71,3.9,0,weather-pro-10
04/04/2022 20:20:00,7.7,62.85,2.4,0,weather-pro-10
04/04/2022 20:25:00,7.9,62.65,2.4,0,weather-pro-10
04/04/2022 20:30:00,7.4,63.8,3.7,0,weather-pro-10
04/04/2022 20:35:00,7.8,63.4,2.5,0,weather-pro-10
04/04/2022 20:40:00,7.8,63.87,2.3,0,weather-pro-10
04/04/2022 20:45:00,6.3,62.82,3.6,0,weather-pro-10
04/04/2022 20:50:00,6.9,63.85,2.9,0,weather-pro-10
04/04/2022 20:55:00,6.8,63.44,3.3,0,weather-pro-10
04/04/2022 21:00:00,7,61.05,3.6,0,weather-pro-10
04/04/2022 21:05:00,7.2,60.07,3,0,weather-pro-10
04/04/2022 21:10:00,7.6,60.62,3.6,0,weather-pro-10
04/04/2022 21:15:00,7.8,60.46,4.5,0,weather-pro-10
04/04/2022 21:20:00,7.7,61.63,4.1,0,weather-pro-10
04/04/2022 21:25:00,7,61.84,3.2,0,weather-pro-10
04/04/2022 21:30:00,6.8,60.55,3.2,0,weather-pro-10
04/04/2022 21:35:00,7.4,61.57,3.8,0,weather-pro-10
04/04/2022 21:40:00,6.1,60.17,4.4,0,weather-pro-10
04/04/2022 21:45:00,6.7,61.29,4.5,0,weather-pro-10
04/04/2022 21:50:00,6.6,60.8,3.7,0,weather-pro-10
04/04/2022 21:55:00,6.7,61.94,4.5,0,weather-pro-10
04/04/2022 22:00:00,6,65.4,3.6,0,weather-pro-10
04/04/2022 22:05:00,5.1,64.6,3.7,0,weather-pro-10
04/04/2022 22:10:00,5.6,65.21,3.3,0,weather-pro-10
04/04/2022 22:15:00,6.4,65.21,4.1,0,weather-pro-10
04/04/2022 22:20:00,6.4,66.36,3.6,0,weather-pro-10
04/04/2022 22:25:00,5.6,65.35,3.7,0,weather-pro-10
04/04/2022 22:30:00,6.7,65.69,4,0,weather-pro-10
04/04/2022 22:35:00,5.7,64.65,4,0,weather-pro-10
04/04/2022 22:40:00,5.6,65.86,4.6,0,weather-pro-10
04/04/2022 22:45:00,5.4,65.75,4.4,0,weather-pro-10
04/04/2022 22:50:00,6.4,64.95,4.5,0,weather-pro-10
04/04/2022 22:55:00,6.7,65.22,4.6,0,weather-pro-10
04/04/2022 23:00:00,4.1,78.33,3.6,0,weather-pro-10
04/04/2022 23:05:00,4.9,78.99,4.5,0,weather-pro-10
04/04/2022 23:10:00,3.9,78.78,4.3,0,weather-pro-10
04/04/2022 23:15:00,3.9,77.84,3.3,0,weather-pro-10
04/04/2022 23:20:00,4.5,77.89,3.6,0,weather-pro-10
04/04/2022 23:25:00,4,79.09,2.9,0,weather-pro-10
04/04/2022 23:30:00,3.3,77.7,4.3,0,weather-pro-10
04/04/2022 23:35:00,4.1,77.67,3.8,0,weather-pro-10
04/04/2022 23:40:00,4.4,77.86,4.6,0,weather-pro-10
04/04/2022 23:45:00,3.5,77.42,3.4,0,weather-pro-10
04/04/2022 23:50:00,4.8,77.99,3.7,0,weather-pro-10
04/04/2022 23:55:00,3.8,77.58,3,0,weather-pro-10
04/05/2022 00:00:00,4,75.17,5.4,0,weather-pro-10
04/05/2022 00:05:00,4.6,74.58,6.3,0,weather-pro-10
04/05/2022 00:10:00,3.5,74.26,5.6,0,weather-pro-10
04/05/2022 00:15:00,5,75,4.9,0,weather-pro-10
04/05/2022 00:20:00,3.2,75.99,5,0,weather-pro-10
04/05/2022 00:25:00,3.5,75.1,5.1,0,weather-pro-10
04/05/2022 00:30:00,4.7,75.1,4.5,0,weather-pro-10
04/05/2022 00:35:00,3.6,75.1,5.8,0,weather-pro-10
04/05/2022 00:40:00,5,75.23,5.8,0,weather-pro-10
04/05/2022 00:45:00,3.5,75.8,5.8,0,weather-pro-10
04/05/2022 00:50:00,4.3,75.59,5.6,0,weather-pro-10
04/05/2022 00:55:00,4.6,74.46,5.7,0,weather-pro-10
04/05/2022 01:00:00,3,75,7.6,0,weather-pro-10
04/05/2022 01:05:00,2.1,75.48,6.7,0,weather-pro-10
04/05/2022 01:10:00,3.6,75.72,7.6,0,weather-pro-10
04/05/2022 01:15:00,2.3,74.13,8.1,0,weather-pro-10
04/05/2022 01:20:00,2.6,75.16,6.7,0,weather-pro-10
04/05/2022 01:25:00,3.4,74.52,7.7,0,weather-pro-10
04/05/2022 01:30:00,2.4,75.87,8,0,weather-pro-10
04/05/2022 01:35:00,3.7,74.83,7.5,0,weather-pro-10
04/05/2022 01:40:00,3.7,75.76,7.5,0,weather-pro-10
04/05/2022 01:45:00,2.9,75.59,7.7,0,weather-pro-10
04/05/2022 01:50:00,2,74.86,7.2,0,weather-pro-10
04/05/2022 01:55:00,2.1,74.63,7.6,0,weather-pro-10
04/05/2022 02:00:00,0.6,90.04,3.2,0,weather-pro-10
04/05/2022 02:05:00,0.9,90.71,3.6,0,weather-pro-10
04/05/2022 02:10:00,0.8,89.61,2.5,0,weather-pro-10
04/05/2022 02:15:00,-0.3,90.84,3.3,0,weather-pro-10
04/05/2022 02:20:00,0.4,90.74,2.4,0,weather-pro-10
04/05/2022 02:25:00,0.8,89.3,3.3,0,weather-pro-10
04/05/2022 02:30:00,-0.3,90.31,2.3,0,weather-pro-10
04/05/2022 02:35:00,1.5,90.92,4,0,weather-pro-10
04/05/2022 02:40:00,0.4,89.23,3.6,0,weather-pro-10
04/05/2022 02:45:00,1,90.55,2.4,0,weather-pro-10
04/05/2022 02:50:00,1.1,90.66,3.7,0,weather-pro-10
04/05/2022 02:55:00,0.1,89.21,3.2,0,weather-pro-10
04/05/2022 03:00:00,2,80.52,9.4,0,weather-pro-10
04/05/2022 03:05:00,1.7,80.84,8.5,0,weather-pro-10
04/05/2022 03:10:00,2.5,80.95,8.5,0,weather-pro-10
04/05/2022 03:15:00,2.6,80.74,9.1,0,weather-pro-10
04/05/2022 03:20:00,1.8,80.2,9.6,0,weather-pro-10
04/05/2022 03:25:00,1.4,80.01,9.3,0,weather-pro-10
04/05/2022 03:30:00,2.5,79.84,9.3,0,weather-pro-10
04/05/2022 03:35:00,1.8,80.91,10.2,0,weather-pro-10
04/05/2022 03:40:00,1.2,81.49,8.7,0,weather-pro-10
04/05/2022 03:45:00,2.8,79.7,8.6,0,weather-pro-10
04/05/2022 03:50:00,1.1,80.13,9.5,0,weather-pro-10
04/05/2022 03:55:00,1.8,81.22,9.6,0,weather-pro-10
04/05/2022 04:00:00,1,86.5,11.2,0,weather-pro-10
04/05/2022 04:05:00,0.4,86.88,11.3,0,weather-pro-10
04/05/2022 04:10:00,1.3,85.54,10.5,0,weather-pro-10
04/05/2022 04:15:00,0.4,85.52,11.7,0,weather-pro-10
04/05/2022 04:20:00,1.6,87.03,11.9,0,weather-pro-10
04/05/2022 04:25:00,0.9,86.45,11.2,0,weather-pro-10
04/05/2022 04:30:00,0.4,87.15,10.8,0,weather-pro-10
04/05/2022 04:35:00,1.4,85.96,11.9,0,weather-pro-10
04/05/2022 04:40:00,1.1,85.96,11.1,0,weather-pro-10
04/05/2022 04:45:00,0.2,86.8,12,0,weather-pro-10
04/05/2022 04:50:00,1.6,86.61,11,0,weather-pro-10
04/05/2022 04:55:00,0.7,86.84,12,0,weather-pro-10
04/05/2022 05:00:00,-0.8,93.12,3.2,0,weather-pro-10
04/05/2022 05:05:00,-0.9,92.17,2.6,0,weather-pro-10
04/05/2022 05:10:00,-1.1,93.87,3,0,weather-pro-10
04/05/2022 05:15:00,-1,93.81,2.9,0,weather-pro-10
04/05/2022 05:20:00,-1.4,93.84,2.5,0,weather-pro-10
04/05/2022 05:25:00,-0.7,92.28,3.8,0,weather-pro-10
04/05/2022 05:30:00,-0,92.97,3.3,0,weather-pro-10
04/05/2022 05:35:00,-1.6,93.74,3.3,0,weather-pro-10
04/05/2022 05:40:00,0.1,92.32,4.1,0,weather-pro-10
04/05/2022 05:45:00,-1.7,92.5,3,0,weather-pro-10
04/05/2022 05:50:00,-0.2,93.55,3.5,0,weather-pro-10
04/05/2022 05:55:00,-1.2,93.92,4.1,0,weather-pro-10
04/05/2022 06:00:00,-1,92.92,5.4,0,weather-pro-10
04/05/2022 06:05:00,-1.2,92.49,5.7,0,weather-pro-10
04/05/2022 06:10:00,-0.2,92.75,4.8,0,weather-pro-10
04/05/2022 06:15:00,-1.1,92.87,5.5,0,weather-pro-10
04/05/2022 06:20:00,-1.3,93.17,4.9,0,weather-pro-10
04/05/2022 06:25:00,-0.2,92.28,5.3,0,weather-pro-10
04/05/2022 06:30:00,-1,93.07,5.7,0,weather-pro-10
04/05/2022 06:35:00,-1.1,93.8,6.2,0,weather-pro-10
04/05/2022 06:40:00,-1.1,93.82,5.6,0,weather-pro-10
04/05/2022 06:45:00,-1.7,93.65,4.9,0,weather-pro-10
04/05/2022 06:50:00,-0.2,92.48,6,0,weather-pro-10
04/05/2022 06:55:00,-0.8,92.36,6.2,0,weather-pro-10
04/05/2022 07:00:00,1,86.5,3.6,0,weather-pro-10
04/05/2022 07:05:00,1,86.43,4.1,0,weather-pro-10
04/05/2022 07:10:00,0.9,87.48,3.6,0,weather-pro-10
04/05/2022 07:15:00,1.3,86.87,4.2,0,weather-pro-10
04/05/2022 07:20:00,1,86.4,4.2,0,weather-pro-10
04/05/2022 07:25:00,1.8,86.93,3.2,0,weather-pro-10
04/05/2022 07:30:00,0.7,87.35,3.5,0,weather-pro-10
04/05/2022 07:35:00,0.7,86.77,3.6,0,weather-pro-10
04/05/2022 07:40:00,1.4,87.08,3.3,0,weather-pro-10
04/05/2022 07:45:00,0.4,85.85,3.8,0,weather-pro-10
04/05/2022 07:50:00,0.9,86.49,4.6,0,weather-pro-10
04/05/2022 07:55:00,0.1,87.45,3,0,weather-pro-10
04/05/2022 08:00:00,2.1,82.02,6.5,2,weather-pro-10
04/05/2022 08:05:00,2.1,82.12,7.4,2,weather-pro-10
04/05/2022 08:10:00,3,81.7,5.9,2,weather-pro-10
04/05/2022 08:15:00,1.1,82.95,6.7,2,weather-pro-10
04/05/2022 08:20:00,2.1,81.27,5.6,2,weather-pro-10
04/05/2022 08:25:00,1.7,81.91,6,2,weather-pro-10
04/05/2022 08:30:00,2.8,81.31,5.6,2,weather-pro-10
04/05/2022 08:35:00,2.6,82.55,6,2,weather-pro-10
04/05/2022 08:40:00,2.5,82.7,6.5,2,weather-pro-10
04/05/2022 08:45:00,2.5,82.33,6.6,2,weather-pro-10
04/05/2022 08:50:00,2.3,82.59,6.6,2,weather-pro-10
04/05/2022 08:55:00,2.3,81.34,7,2,weather-pro-10
04/05/2022 09:00:00,7,65.63,3.6,4,weather-pro-10
04/05/2022 09:05:00,6.9,66.42,4.6,4,weather-pro-10
04/05/2022 09:10:00,7.4,64.9,4.5,4,weather-pro-10
04/05/2022 09:15:00,7,65.78,3.5,4,weather-pro-10
04/05/2022 09:20:00,6.1,65.61,4.3,4,weather-pro-10
04/05/2022 09:25:00,7,65.02,3.5,4,weather-pro-10
04/05/2022 09:30:00,7.2,66,4.6,4,weather-pro-10
