time,temperature,humidity,windspeed,uvindex,devicename
04/04/2022 05:05:00,1.1,92.97,5,0,weather-pro-2
04/04/2022 05:10:00,2.2,92.28,6,0,weather-pro-2
04/04/2022 05:15:00,2.8,93.4,4.8,0,weather-pro-2
04/04/2022 05:20:00,1.9,92.41,5.8,0,weather-pro-2
04/04/2022 05:25:00,1.6,92.32,6.1,0,weather-pro-2
04/04/2022 05:30:00,1.2,93.04,4.6,0,weather-pro-2
04/04/2022 05:35:00,1.8,93.78,6.1,0,weather-pro-2
04/04/2022 05:40:00,1.9,93.8,4.9,0,weather-pro-2
04/04/2022 05:45:00,0.9,93.48,4.4,0,weather-pro-2
04/04/2022 05:50:00,1,92.69,4.7,0,weather-pro-2
04/04/2022 05:55:00,2.4,93.56,5.6,0,weather-pro-2
04/04/2022 06:00:00,2,86.6,1.8,0,weather-pro-2
04/04/2022 06:05:00,1.3,86.56,2.6,0,weather-pro-2
04/04/2022 06:10:00,1.6,85.78,1.8,0,weather-pro-2
04/04/2022 06:15:00,1.8,85.88,0.8,0,weather-pro-2
04/04/2022 06:20:00,1.5,86.2,2.1,0,weather-pro-2
04/04/2022 06:25:00,1.9,86.08,1.8,0,weather-pro-2
04/04/2022 06:30:00,1.4,86.78,1.5,0,weather-pro-2
04/04/2022 06:35:00,3,86,1.2,0,weather-pro-2
04/04/2022 06:40:00,2.8,87.32,2.1,0,weather-pro-2
04/04/2022 06:45:00,1.1,86.89,1.3,0,weather-pro-2
04/04/2022 06:50:00,1.9,87,1.8,0,weather-pro-2
04/04/2022 06:55:00,2.6,86.9,1.5,0,weather-pro-2
04/04/2022 07:00:00,2,80.51,1.8,0,weather-pro-2
04/04/2022 07:05:00,2.5,79.9,1.1,0,weather-pro-2
04/04/2022 07:10:00,1.7,79.68,2.3,0,weather-pro-2
04/04/2022 07:15:00,1.2,81.43,0.8,0,weather-pro-2
04/04/2022 07:20:00,2.8,81,0.8,0,weather-pro-2
04/04/2022 07:25:00,2,80.25,2.1,0,weather-pro-2
04/04/2022 07:30:00,1.1,80.44,2.7,0,weather-pro-2
04/04/2022 07:35:00,2.5,79.53,1,0,weather-pro-2
04/04/2022 07:40:00,1.4,79.79,1.3,0,weather-pro-2
04/04/2022 07:45:00,1.1,79.55,1.5,0,weather-pro-2
04/04/2022 07:50:00,1.2,80.44,1.6,0,weather-pro-2
04/04/2022 07:55:00,2.3,81.23,1.2,0,weather-pro-2
04/04/2022 08:00:00,3.9,70.36,3.6,1,weather-pro-2
04/04/2022 08:05:00,4.3,69.51,3.7,1,weather-pro-2
04/04/2022 08:10:00,4.9,70.44,3.5,1,weather-pro-2
04/04/2022 08:15:00,3.4,71.27,4.3,1,weather-pro-2
04/04/2022 08:20:00,2.9,70.14,3.9,1,weather-pro-2
04/04/2022 08:25:00,4.3,69.76,2.7,1,weather-pro-2
04/04/2022 08:30:00,3.7,69.77,4.5,1,weather-pro-2
04/04/2022 08:35:00,4.9,71.35,4.4,1,weather-pro-2
04/04/2022 08:40:00,3.4,70.86,3.3,1,weather-pro-2
04/04/2022 08:45:00,3.8,71.31,2.9,1,weather-pro-2
04/04/2022 08:50:00,4.3,70.91,4.4,1,weather-pro-2
04/04/2022 08:55:00,3.2,69.64,4.2,1,weather-pro-2
04/04/2022 09:00:00,5,65.16,3.6,3,weather-pro-2
04/04/2022 09:05:00,5.6,64.26,4.1,3,weather-pro-2
04/04/2022 09:10:00,5.6,65.47,4.4,3,weather-pro-2
04/04/2022 09:15:00,4.2,64.2,3.1,3,weather-pro-2
04/04/2022 09:20:00,5.3,65.05,4.5,3,weather-pro-2
04/04/2022 09:25:00,5.2,64.18,2.8,3,weather-pro-2
04/04/2022 09:30:00,4.5,64.68,2.7,3,weather-pro-2
04/04/2022 09:35:00,4.6,65.56,3.1,3,weather-pro-2
04/04/2022 09:40:00,4.8,65.8,3.6,3,weather-pro-2
04/04/2022 09:45:00,4.5,65.56,4.5,3,weather-pro-2
04/04/2022 09:50:00,5.7,64.63,3.9,3,weather-pro-2
04/04/2022 09:55:00,5.5,65.04,4.2,3,weather-pro-2
04/04/2022 10:00:00,6,56.49,3.6,3,weather-pro-2
04/04/2022 10:05:00,6.7,56.92,4.3,3,weather-pro-2
04/04/2022 10:10:00,5.1,55.84,3.8,3,weather-pro-2
04/04/2022 10:15:00,7,56.62,3.9,3,weather-pro-2
04/04/2022 10:20:00,5.8,56.42,3.4,3,weather-pro-2
04/04/2022 10:25:00,6,56.83,3.7,3,weather-pro-2
04/04/2022 10:30:00,6,56.79,2.7,3,weather-pro-2
04/04/2022 10:35:00,5.7,56.68,3.5,3,weather-pro-2
04/04/2022 10:40:00,5.9,57.03,3.4,3,weather-pro-2
04/04/2022 10:45:00,6.7,57.15,3.7,3,weather-pro-2
04/04/2022 10:50:00,5.5,55.94,3.4,3,weather-pro-2
04/04/2022 10:55:00,5.1,57.15,3.7,3,weather-pro-2
04/04/2022 11:00:00,6.9,53.1,3.6,3,weather-pro-2
04/04/2022 11:05:00,7.6,52.2,3.3,3,weather-pro-2
04/04/2022 11:10:00,7.6,53.22,4.5,3,weather-pro-2
04/04/2022 11:15:00,7.3,53.69,4,3,weather-pro-2
04/04/2022 11:20:00,7.3,52.99,3.6,3,weather-pro-2
04/04/2022 11:25:00,6.3,52.43,3.2,3,weather-pro-2
04/04/2022 11:30:00,7.7,53.01,3.5,3,weather-pro-2
04/04/2022 11:35:00,6.5,53.84,3.1,3,weather-pro-2
04/04/2022 11:40:00,6.1,52.95,4.1,3,weather-pro-2
04/04/2022 11:45:00,6.4,52.51,3.3,3,weather-pro-2
04/04/2022 11:50:00,7.6,53.47,3.8,3,weather-pro-2
04/04/2022 11:55:00,6.1,52.51,3.2,3,weather-pro-2
04/04/2022 12:00:00,9,49.54,7.6,5,weather-pro-2
04/04/2022 12:05:00,9.4,49.46,8.3,5,weather-pro-2
04/04/2022 12:10:00,9,48.79,7.5,5,weather-pro-2
04/04/2022 12:15:00,9.2,49.13,7.9,5,weather-pro-2
04/04/2022 12:20:00,8.6,48.93,8.3,5,weather-pro-2
04/04/2022 12:25:00,8.1,50.06,8.4,5,weather-pro-2
04/04/2022 12:30:00,8.2,48.59,8.6,5,weather-pro-2
04/04/2022 12:35:00,9.2,48.67,6.6,5,weather-pro-2
04/04/2022 12:40:00,8.3,49.56,7.4,5,weather-pro-2
04/04/2022 12:45:00,8,50.05,6.7,5,weather-pro-2
04/04/2022 12:50:00,10,50.26,7.5,5,weather-pro-2
04/04/2022 12:55:00,9.1,49.89,6.9,5,weather-pro-2
04/04/2022 13:00:00,9,46.03,7.6,5,weather-pro-2
04/04/2022 13:05:00,9.7,46.52,8.3,5,weather-pro-2
04/04/2022 13:10:00,8.6,46.3,7.6,5,weather-pro-2
04/04/2022 13:15:00,8.9,46.77,7.9,5,weather-pro-2
04/04/2022 13:20:00,8.2,45.77,7.2,5,weather-pro-2
04/04/2022 13:25:00,9.7,45.83,7.6,5,weather-pro-2
04/04/2022 13:30:00,8.3,46.38,7.5,5,weather-pro-2
04/04/2022 13:35:00,8.6,45.84,8.5,5,weather-pro-2
04/04/2022 13:40:00,9.7,46.49,7.5,5,weather-pro-2
04/04/2022 13:45:00,8.5,45.44,8.4,5,weather-pro-2
04/04/2022 13:50:00,8,46.95,7,5,weather-pro-2
04/04/2022 13:55:00,8.2,45.73,7.9,5,weather-pro-2
04/04/2022 14:00:00,9,46.28,3.6,6,weather-pro-2
04/04/2022 14:05:00,9.1,47.17,4.6,6,weather-pro-2
04/04/2022 14:10:00,8.3,46.95,2.7,6,weather-pro-2
04/04/2022 14:15:00,8.5,45.61,4.4,6,weather-pro-2
04/04/2022 14:20:00,9.4,47.21,4.4,6,weather-pro-2
04/04/2022 14:25:00,8.9,45.37,4.2,6,weather-pro-2
04/04/2022 14:30:00,8.9,45.83,3.1,6,weather-pro-2
04/04/2022 14:35:00,8.4,47.18,3.4,6,weather-pro-2
04/04/2022 14:40:00,8,46.41,4.6,6,weather-pro-2
04/04/2022 14:45:00,8.8,45.68,4.1,6,weather-pro-2
04/04/2022 14:50:00,9.4,45.83,4.4,6,weather-pro-2
04/04/2022 14:55:00,8.6,46.97,3,6,weather-pro-2
04/04/2022 15:00:00,9,46.03,1.8,5,weather-pro-2
04/04/2022 15:05:00,8.1,45.11,1,5,weather-pro-2
04/04/2022 15:10:00,9.1,46.59,1.3,5,weather-pro-2
04/04/2022 15:15:00,9.4,45.21,2.5,5,weather-pro-2
04/04/2022 15:20:00,8.9,46.5,1.2,5,weather-pro-2
04/04/2022 15:25:00,8.4,46.83,1.6,5,weather-pro-2
04/04/2022 15:30:00,8.4,45.82,2.6,5,weather-pro-2
04/04/2022 15:35:00,8.3,46.4,0.8,5,weather-pro-2
04/04/2022 15:40:00,8.2,45.69,2.6,5,weather-pro-2
04/04/2022 15:45:00,9.7,46.12,2.8,5,weather-pro-2
04/04/2022 15:50:00,8.7,45.3,1,5,weather-pro-2
04/04/2022 15:55:00,8.7,45.06,2.7,5,weather-pro-2
04/04/2022 16:00:00,9,46.03,3.6,3,weather-pro-2
04/04/2022 16:05:00,8.1,46.83,3.6,3,weather-pro-2
04/04/2022 16:10:00,8.9,45.6,2.6,3,weather-pro-2
04/04/2022 16:15:00,8.3,46.2,3.6,3,weather-pro-2
04/04/2022 16:20:00,9.5,45.04,2.7,3,weather-pro-2
04/04/2022 16:25:00,8.4,46.64,4.2,3,weather-pro-2
04/04/2022 16:30:00,9.5,45.56,4.1,3,weather-pro-2
04/04/2022 16:35:00,9.6,46.64,4.1,3,weather-pro-2
04/04/2022 16:40:00,8.9,47.01,3.2,3,weather-pro-2
04/04/2022 16:45:00,8.4,46.95,4,3,weather-pro-2
04/04/2022 16:50:00,8.6,45.69,3.3,3,weather-pro-2
04/04/2022 16:55:00,8.1,45.27,2.9,3,weather-pro-2
04/04/2022 17:00:00,10,46.63,3.6,2,weather-pro-2
04/04/2022 17:05:00,9.2,45.81,3.1,2,weather-pro-2
04/04/2022 17:10:00,9.4,47.05,3.9,2,weather-pro-2
04/04/2022 17:15:00,9.3,47.09,4,2,weather-pro-2
04/04/2022 17:20:00,10.1,46.29,4.4,2,weather-pro-2
04/04/2022 17:25:00,9.6,47.06,4.5,2,weather-pro-2
04/04/2022 17:30:00,9.6,46.33,3.5,2,weather-pro-2
04/04/2022 17:35:00,9.9,47.09,3,2,weather-pro-2
04/04/2022 17:40:00,9.2,47.53,4.4,2,weather-pro-2
04/04/2022 17:45:00,10.1,46.16,2.9,2,weather-pro-2
04/04/2022 17:50:00,9.7,47.36,3,2,weather-pro-2
04/04/2022 17:55:00,9.5,47.14,4.5,2,weather-pro-2
04/04/2022 18:00:00,9,53.28,3.6,1,weather-pro-2
04/04/2022 18:05:00,8.8,53.52,3,1,weather-pro-2
04/04/2022 18:10:00,8.3,52.49,3.2,1,weather-pro-2
04/04/2022 18:15:00,9.3,53.66,3,1,weather-pro-2
04/04/2022 18:20:00,9,52.38,3.8,1,weather-pro-2
04/04/2022 18:25:00,9.6,52.68,2.8,1,weather-pro-2
04/04/2022 18:30:00,8.4,53.56,4.5,1,weather-pro-2
04/04/2022 18:35:00,9,52.77,4,1,weather-pro-2
04/04/2022 18:40:00,8.8,54.03,2.8,1,weather-pro-2
04/04/2022 18:45:00,9.1,53.79,4.5,1,weather-pro-2
04/04/2022 18:50:00,9.3,52.94,2.7,1,weather-pro-2
04/04/2022 18:55:00,8.1,52.93,4.5,1,weather-pro-2
04/04/2022 19:00:00,9,49.54,1.8,0,weather-pro-2
04/04/2022 19:05:00,8.6,49.45,0.9,0,weather-pro-2
04/04/2022 19:10:00,9.3,50.27,2,0,weather-pro-2
04/04/2022 19:15:00,9.3,49.97,2.6,0,weather-pro-2
04/04/2022 19:20:00,8.8,49.17,2.1,0,weather-pro-2
04/04/2022 19:25:00,9.2,49.82,1,0,weather-pro-2
04/04/2022 19:30:00,8.2,49.82,1.4,0,weather-pro-2
04/04/2022 19:35:00,8.3,50.35,2.4,0,weather-pro-2
04/04/2022 19:40:00,9.4,50.05,2,0,weather-pro-2
04/04/2022 19:45:00,8.4,49.63,2.4,0,weather-pro-2
04/04/2022 19:50:00,8.6,48.93,1.6,0,weather-pro-2
04/04/2022 19:55:00,9.7,50.43,2.6,0,weather-pro-2
04/04/2022 20:00:00,7.9,57.23,0,0,weather-pro-2
04/04/2022 20:05:00,8.2,56.94,0,0,weather-pro-2
04/04/2022 20:10:00,7.4,57.96,0.9,0,weather-pro-2
04/04/2022 20:15:00,7.2,57.56,0.7,0,weather-pro-2
04/04/2022 20:20:00,7,56.55,0,0,weather-pro-2
04/04/2022 20:25:00,7.1,57,1,0,weather-pro-2
04/04/2022 20:30:00,7.9,57.03,0.8,0,weather-pro-2
04/04/2022 20:35:00,7.4,58.08,0.9,0,weather-pro-2
04/04/2022 20:40:00,8.4,57.16,0.9,0,weather-pro-2
04/04/2022 20:45:00,8.7,57.48,0,0,weather-pro-2
04/04/2022 20:50:00,8.5,57.4,0,0,weather-pro-2
04/04/2022 20:55:00,8.3,57.5,0,0,weather-pro-2
04/04/2022 21:00:00,7,61.04,3.6,0,weather-pro-2
04/04/2022 21:05:00,7.6,60.77,3.8,0,weather-pro-2
04/04/2022 21:10:00,7.9,60.05,3.8,0,weather-pro-2
04/04/2022 21:15:00,6.9,61.97,3.8,0,weather-pro-2
04/04/2022 21:20:00,7.8,61.9,4,0,weather-pro-2
04/04/2022 21:25:00,7.4,61.5,4.1,0,weather-pro-2
04/04/2022 21:30:00,6.3,60.4,3.9,0,weather-pro-2
04/04/2022 21:35:00,7.7,61.4,3.6,0,weather-pro-2
04/04/2022 21:40:00,6.3,61.39,2.8,0,weather-pro-2
04/04/2022 21:45:00,6.7,61.73,3.4,0,weather-pro-2
04/04/2022 21:50:00,7.8,61.85,3.4,0,weather-pro-2
04/04/2022 21:55:00,6.1,60.14,4,0,weather-pro-2
04/04/2022 22:00:00,6,65.39,3.6,0,weather-pro-2
04/04/2022 22:05:00,6.8,65.5,3.1,0,weather-pro-2
04/04/2022 22:10:00,6.8,65.95,3.4,0,weather-pro-2
04/04/2022 22:15:00,6.4,65.4,3.3,0,weather-pro-2
04/04/2022 22:20:00,6,64.49,4.4,0,weather-pro-2
04/04/2022 22:25:00,6.7,64.6,2.7,0,weather-pro-2
04/04/2022 22:30:00,6.1,64.65,3.2,0,weather-pro-2
04/04/2022 22:35:00,5.6,65.49,3.4,0,weather-pro-2
04/04/2022 22:40:00,6,65.4,4.3,0,weather-pro-2
04/04/2022 22:45:00,5.8,66.15,3.6,0,weather-pro-2
04/04/2022 22:50:00,5.6,65.51,3.8,0,weather-pro-2
04/04/2022 22:55:00,6,66.39,3.7,0,weather-pro-2
04/04/2022 23:00:00,4,70.21,3.6,0,weather-pro-2
04/04/2022 23:05:00,5,70.93,3.5,0,weather-pro-2
04/04/2022 23:10:00,3,69.85,4.1,0,weather-pro-2
04/04/2022 23:15:00,3.5,70.04,4.4,0,weather-pro-2
04/04/2022 23:20:00,3.8,70.52,3.4,0,weather-pro-2
04/04/2022 23:25:00,4.3,70.01,4.2,0,weather-pro-2
04/04/2022 23:30:00,4.1,70.6,2.7,0,weather-pro-2
04/04/2022 23:35:00,4,69.86,4,0,weather-pro-2
04/04/2022 23:40:00,4.1,71.14,2.6,0,weather-pro-2
04/04/2022 23:45:00,3.2,70.59,2.8,0,weather-pro-2
04/04/2022 23:50:00,4.5,69.41,2.6,0,weather-pro-2
04/04/2022 23:55:00,4.9,69.39,3.9,0,weather-pro-2
04/05/2022 00:00:00,4,75.16,5.4,0,weather-pro-2
04/05/2022 00:05:00,3.3,75.32,5.1,0,weather-pro-2
04/05/2022 00:10:00,3.4,74.69,5.8,0,weather-pro-2
04/05/2022 00:15:00,4.6,74.51,4.4,0,weather-pro-2
04/05/2022 00:20:00,4.3,75.46,5.9,0,weather-pro-2
04/05/2022 00:25:00,3.8,75.77,4.9,0,weather-pro-2
04/05/2022 00:30:00,4.1,74.26,5.1,0,weather-pro-2
04/05/2022 00:35:00,3.8,75.63,4.9,0,weather-pro-2
04/05/2022 00:40:00,3.1,75.77,5.6,0,weather-pro-2
04/05/2022 00:45:00,4.9,76.1,6.1,0,weather-pro-2
04/05/2022 00:50:00,3.5,76.04,6,0,weather-pro-2
04/05/2022 00:55:00,4.4,74.43,5.7,0,weather-pro-2
04/05/2022 01:00:00,3,74.99,7.6,0,weather-pro-2
04/05/2022 01:05:00,2.7,74.61,8.3,0,weather-pro-2
04/05/2022 01:10:00,3.6,74.66,7.3,0,weather-pro-2
04/05/2022 01:15:00,2.5,75.21,7.9,0,weather-pro-2
04/05/2022 01:20:00,2,75.62,7,0,weather-pro-2
04/05/2022 01:25:00,3.1,74.81,7.6,0,weather-pro-2
04/05/2022 01:30:00,3.6,74.92,8.1,0,weather-pro-2
04/05/2022 01:35:00,2,75.5,8,0,weather-pro-2
04/05/2022 01:40:00,2.8,74.03,8.1,0,weather-pro-2
04/05/2022 01:45:00,3.8,75.9,8.3,0,weather-pro-2
04/05/2022 01:50:00,2.9,75.61,8.4,0,weather-pro-2
04/05/2022 01:55:00,2.6,75.31,8,0,weather-pro-2
04/05/2022 02:00:00,2.9,75.44,3.6,0,weather-pro-2
04/05/2022 02:05:00,3.4,76.33,4.1,0,weather-pro-2
04/05/2022 02:10:00,3.2,75.18,3.1,0,weather-pro-2
04/05/2022 02:15:00,3,74.95,4.3,0,weather-pro-2
04/05/2022 02:20:00,3.2,74.47,3.9,0,weather-pro-2
04/05/2022 02:25:00,3.6,75.78,4.5,0,weather-pro-2
04/05/2022 02:30:00,3.8,75.23,3.6,0,weather-pro-2
04/05/2022 02:35:00,2.9,76.41,3.7,0,weather-pro-2
04/05/2022 02:40:00,3.4,75.27,4.5,0,weather-pro-2
04/05/2022 02:45:00,1.9,75.06,3.7,0,weather-pro-2
04/05/2022 02:50:00,3.5,75.54,4.5,0,weather-pro-2
04/05/2022 02:55:00,2.1,76.27,3.8,0,weather-pro-2
04/05/2022 03:00:00,2,80.51,9.4,0,weather-pro-2
04/05/2022 03:05:00,1.3,80.79,9.7,0,weather-pro-2
04/05/2022 03:10:00,2.4,80.12,9.3,0,weather-pro-2
04/05/2022 03:15:00,1.8,81.34,9.6,0,weather-pro-2
04/05/2022 03:20:00,2.7,80.44,8.8,0,weather-pro-2
04/05/2022 03:25:00,1.6,79.56,9.1,0,weather-pro-2
04/05/2022 03:30:00,2,81.38,9.3,0,weather-pro-2
04/05/2022 03:35:00,2.4,81.09,9.6,0,weather-pro-2
04/05/2022 03:40:00,2.6,80.08,8.4,0,weather-pro-2
04/05/2022 03:45:00,1.6,80.29,8.7,0,weather-pro-2
04/05/2022 03:50:00,3,80.87,8.5,0,weather-pro-2
04/05/2022 03:55:00,2.4,79.89,8.7,0,weather-pro-2
04/05/2022 04:00:00,1,86.49,11.2,0,weather-pro-2
04/05/2022 04:05:00,0.7,86.75,11.1,0,weather-pro-2
04/05/2022 04:10:00,1.1,85.92,11.9,0,weather-pro-2
04/05/2022 04:15:00,0.3,86.25,11.9,0,weather-pro-2
04/05/2022 04:20:00,1.4,86.34,11,0,weather-pro-2
04/05/2022 04:25:00,1.8,86.2,10.3,0,weather-pro-2
04/05/2022 04:30:00,0.6,86.85,10.5,0,weather-pro-2
04/05/2022 04:35:00,2,87.24,11.1,0,weather-pro-2
04/05/2022 04:40:00,1.5,85.83,10.7,0,weather-pro-2
04/05/2022 04:45:00,0.7,86.76,11.3,0,weather-pro-2
04/05/2022 04:50:00,0.9,85.59,11.6,0,weather-pro-2
04/05/2022 04:55:00,1.1,85.98,10.9,0,weather-pro-2
04/05/2022 05:00:00,0.9,86.8,3.6,0,weather-pro-2
04/05/2022 05:05:00,0.5,87.74,2.9,0,weather-pro-2
04/05/2022 05:10:00,0.2,87.09,3.6,0,weather-pro-2
04/05/2022 05:15:00,0.9,87.27,4.4,0,weather-pro-2
04/05/2022 05:20:00,1.5,86.6,3.1,0,weather-pro-2
04/05/2022 05:25:00,0.1,87.16,4.1,0,weather-pro-2
04/05/2022 05:30:00,1.7,87.29,3.4,0,weather-pro-2
04/05/2022 05:35:00,1.2,86.87,2.7,0,weather-pro-2
04/05/2022 05:40:00,0.5,86.93,4.6,0,weather-pro-2
04/05/2022 05:45:00,1.4,87.28,3.6,0,weather-pro-2
04/05/2022 05:50:00,1.3,86.89,4.3,0,weather-pro-2
04/05/2022 05:55:00,1.3,87.07,4.5,0,weather-pro-2
04/05/2022 06:00:00,-1,92.92,5.4,0,weather-pro-2
04/05/2022 06:05:00,-0.4,92.95,5.1,0,weather-pro-2
04/05/2022 06:10:00,-1,92.41,5.8,0,weather-pro-2
04/05/2022 06:15:00,-0.9,93.9,5,0,weather-pro-2
04/05/2022 06:20:00,-0.8,93.15,6.4,0,weather-pro-2
04/05/2022 06:25:00,-0.5,93.59,6.4,0,weather-pro-2
04/05/2022 06:30:00,-0.2,92.44,5.8,0,weather-pro-2
04/05/2022 06:35:00,-0.3,93.74,5.9,0,weather-pro-2
04/05/2022 06:40:00,-0.4,92.76,5.8,0,weather-pro-2
04/05/2022 06:45:00,-1.6,92.71,6,0,weather-pro-2
04/05/2022 06:50:00,-0.3,92.05,6.1,0,weather-pro-2
04/05/2022 06:55:00,-1.1,92.32,4.8,0,weather-pro-2
04/05/2022 07:00:00,1,86.49,3.6,0,weather-pro-2
04/05/2022 07:05:00,1.1,86.87,4.2,0,weather-pro-2
04/05/2022 07:10:00,1.3,85.66,4.1,0,weather-pro-2
04/05/2022 07:15:00,1.6,86.31,3.1,0,weather-pro-2
04/05/2022 07:20:00,1,86.69,2.7,0,weather-pro-2
04/05/2022 07:25:00,0.6,86.43,4.5,0,weather-pro-2
04/05/2022 07:30:00,1.6,87.07,2.6,0,weather-pro-2
04/05/2022 07:35:00,2,86.75,3.8,0,weather-pro-2
04/05/2022 07:40:00,0.2,86.69,4,0,weather-pro-2
04/05/2022 07:45:00,0.3,86.29,3.2,0,weather-pro-2
04/05/2022 07:50:00,1.4,86.76,4,0,weather-pro-2
04/05/2022 07:55:00,0.3,87.2,4.3,0,weather-pro-2
04/05/2022 08:00:00,4,75.28,3.6,2,weather-pro-2
04/05/2022 08:05:00,3,75.03,3.7,2,weather-pro-2
04/05/2022 08:10:00,3.5,76.17,4.4,2,weather-pro-2
04/05/2022 08:15:00,4.3,74.53,2.7,2,weather-pro-2
04/05/2022 08:20:00,4,75.54,3.2,2,weather-pro-2
04/05/2022 08:25:00,4.4,74.63,4.3,2,weather-pro-2
04/05/2022 08:30:00,3.6,75.71,3.3,2,weather-pro-2
04/05/2022 08:35:00,4.5,75.94,4.1,2,weather-pro-2
04/05/2022 08:40:00,4.9,74.68,3.3,2,weather-pro-2
04/05/2022 08:45:00,3.1,75.59,2.7,2,weather-pro-2
04/05/2022 08:50:00,4.4,74.29,3.7,2,weather-pro-2
04/05/2022 08:55:00,3.7,74.9,3.2,2,weather-pro-2
04/05/2022 09:00:00,7,65.62,3.6,4,weather-pro-2
04/05/2022 09:05:00,6.6,65.85,3.7,4,weather-pro-2
04/05/2022 09:10:00,8,66.17,3.1,4,weather-pro-2
04/05/2022 09:15:00,6,66.2,3.9,4,weather-pro-2
04/05/2022 09:20:00,6.3,64.98,3.1,4,weather-pro-2
04/05/2022 09:25:00,7.5,64.69,3.8,4,weather-pro-2
04/05/2022 09:30:00,7.2,65.81,4,4,weather-pro-2
04/05/2022 09:35:00,7.3,66.44,4.3,4,weather-pro-2
