time,temperature,humidity,windspeed,uvindex,deviceid
04/04/2022 18:30:00,9.4,46.29,4.6,2,weather-pro-5
04/04/2022 18:35:00,9.8,45.53,4,2,weather-pro-5
04/04/2022 18:40:00,10.3,46.82,4.2,2,weather-pro-5
04/04/2022 18:45:00,9.9,46.04,3.3,2,weather-pro-5
04/04/2022 18:50:00,9.6,46.41,2.8,2,weather-pro-5
04/04/2022 18:55:00,9.4,47.18,3.9,2,weather-pro-5
04/04/2022 19:00:00,9,53.29,7.6,1,weather-pro-5
04/04/2022 19:05:00,8.7,53.57,6.7,1,weather-pro-5
04/04/2022 19:10:00,8.8,52.5,7.1,1,weather-pro-5
04/04/2022 19:15:00,8.2,52.97,6.7,1,weather-pro-5
04/04/2022 19:20:00,9.5,52.9,6.9,1,weather-pro-5
04/04/2022 19:25:00,9.4,52.33,7.6,1,weather-pro-5
04/04/2022 19:30:00,9,53.78,6.7,1,weather-pro-5
04/04/2022 19:35:00,9.9,53.56,7.3,1,weather-pro-5
04/04/2022 19:40:00,9.6,53.63,7,1,weather-pro-5
04/04/2022 19:45:00,8.1,53.45,7.3,1,weather-pro-5
04/04/2022 19:50:00,9,53.18,8.6,1,weather-pro-5
04/04/2022 19:55:00,8.6,54.25,6.7,1,weather-pro-5
04/04/2022 20:00:00,6.2,58.26,0.1,0,weather-pro-5
04/04/2022 20:05:00,6,58.92,0.2,0,weather-pro-5
04/04/2022 20:10:00,6,58.5,0.7,0,weather-pro-5
04/04/2022 20:15:00,6.4,57.9,0.5,0,weather-pro-5
04/04/2022 20:20:00,6.7,58.92,0.6,0,weather-pro-5
04/04/2022 20:25:00,5.4,58.87,0.8,0,weather-pro-5
04/04/2022 20:30:00,7.1,58.31,0.5,0,weather-pro-5
04/04/2022 20:35:00,5.3,58.42,0,0,weather-pro-5
04/04/2022 20:40:00,6.6,57.76,0.8,0,weather-pro-5
04/04/2022 20:45:00,5.4,58.67,1,0,weather-pro-5
04/04/2022 20:50:00,6.9,57.66,0,0,weather-pro-5
04/04/2022 20:55:00,7,59.1,0,0,weather-pro-5
04/04/2022 21:00:00,5,65.17,3.6,0,weather-pro-5
04/04/2022 21:05:00,5.4,65.93,4.5,0,weather-pro-5
04/04/2022 21:10:00,4.3,64.68,3.6,0,weather-pro-5
04/04/2022 21:15:00,4.3,64.79,3,0,weather-pro-5
04/04/2022 21:20:00,4.4,66.16,3,0,weather-pro-5
04/04/2022 21:25:00,5,65.24,3.1,0,weather-pro-5
04/04/2022 21:30:00,5.8,66.12,4.2,0,weather-pro-5
04/04/2022 21:35:00,5.6,64.33,3.9,0,weather-pro-5
04/04/2022 21:40:00,4.8,65.15,4.4,0,weather-pro-5
04/04/2022 21:45:00,5.2,64.58,3.9,0,weather-pro-5
04/04/2022 21:50:00,5.5,64.58,3.8,0,weather-pro-5
04/04/2022 21:55:00,5,64.4,3.8,0,weather-pro-5
04/04/2022 22:00:00,3,75,3.6,0,weather-pro-5
04/04/2022 22:05:00,2.1,74.36,3.7,0,weather-pro-5
04/04/2022 22:10:00,3.3,74.41,2.9,0,weather-pro-5
04/04/2022 22:15:00,2.2,75.98,2.6,0,weather-pro-5
04/04/2022 22:20:00,3.3,74.14,3.2,0,weather-pro-5
04/04/2022 22:25:00,2.8,75.87,4.5,0,weather-pro-5
04/04/2022 22:30:00,2.7,74.04,3.3,0,weather-pro-5
04/04/2022 22:35:00,3.9,74.2,3,0,weather-pro-5
04/04/2022 22:40:00,2.8,74.94,3.4,0,weather-pro-5
04/04/2022 22:45:00,3.1,74.81,3.4,0,weather-pro-5
04/04/2022 22:50:00,2.7,75.07,3.7,0,weather-pro-5
04/04/2022 22:55:00,2.4,75.15,3.7,0,weather-pro-5
04/04/2022 23:00:00,1.2,77.51,3.6,0,weather-pro-5
04/04/2022 23:05:00,2,78.05,4.5,0,weather-pro-5
04/04/2022 23:10:00,0.6,78.44,2.9,0,weather-pro-5
04/04/2022 23:15:00,1.8,78.37,4.5,0,weather-pro-5
04/04/2022 23:20:00,0.2,77.74,4.1,0,weather-pro-5
04/04/2022 23:25:00,1.4,76.81,3.3,0,weather-pro-5
04/04/2022 23:30:00,1.5,77.77,3.6,0,weather-pro-5
04/04/2022 23:35:00,1,77.73,2.8,0,weather-pro-5
04/04/2022 23:40:00,1.2,77.22,3.2,0,weather-pro-5
04/04/2022 23:45:00,0.4,78.46,4.1,0,weather-pro-5
04/04/2022 23:50:00,0.8,77.81,2.8,0,weather-pro-5
04/04/2022 23:55:00,1.1,77.67,3,0,weather-pro-5
04/05/2022 00:00:00,1,80.37,1.8,0,weather-pro-5
04/05/2022 00:05:00,1.5,81.24,2.6,0,weather-pro-5
04/05/2022 00:10:00,0.4,80.6,1.9,0,weather-pro-5
04/05/2022 00:15:00,0.5,80.04,2.4,0,weather-pro-5
04/05/2022 00:20:00,1.8,79.92,2.6,0,weather-pro-5
04/05/2022 00:25:00,1.2,79.51,1.7,0,weather-pro-5
04/05/2022 00:30:00,1.8,79.6,2.8,0,weather-pro-5
04/05/2022 00:35:00,0.1,79.8,2.4,0,weather-pro-5
04/05/2022 00:40:00,0.9,80.13,2.6,0,weather-pro-5
04/05/2022 00:45:00,1.4,79.48,1.3,0,weather-pro-5
04/05/2022 00:50:00,1.6,79.69,1.5,0,weather-pro-5
04/05/2022 00:55:00,0.3,79.59,2.1,0,weather-pro-5
04/05/2022 01:00:00,-1,92.92,3.6,0,weather-pro-5
04/05/2022 01:05:00,-0.5,92.25,3.2,0,weather-pro-5
04/05/2022 01:10:00,-1.7,93.6,2.8,0,weather-pro-5
04/05/2022 01:15:00,-0.1,92.64,4.3,0,weather-pro-5
04/05/2022 01:20:00,-0.4,92.07,2.7,0,weather-pro-5
04/05/2022 01:25:00,-1.1,92.36,2.9,0,weather-pro-5
04/05/2022 01:30:00,-2,93.52,2.8,0,weather-pro-5
04/05/2022 01:35:00,-0.5,92.23,3.7,0,weather-pro-5
04/05/2022 01:40:00,-1,93.22,2.7,0,weather-pro-5
04/05/2022 01:45:00,-0.2,93.57,3.9,0,weather-pro-5
04/05/2022 01:50:00,-1.5,93.83,3.8,0,weather-pro-5
04/05/2022 01:55:00,-1.6,93.22,4.3,0,weather-pro-5
04/05/2022 02:00:00,-0.5,88.44,3.6,0,weather-pro-5
04/05/2022 02:05:00,-1.2,89.28,4.2,0,weather-pro-5
04/05/2022 02:10:00,0.4,89.01,4.5,0,weather-pro-5
04/05/2022 02:15:00,-1.4,89.07,4,0,weather-pro-5
04/05/2022 02:20:00,-1,87.65,4.3,0,weather-pro-5
04/05/2022 02:25:00,-0.9,88.22,3.6,0,weather-pro-5
04/05/2022 02:30:00,-0.7,88.09,4.3,0,weather-pro-5
04/05/2022 02:35:00,-0.2,88.06,3.9,0,weather-pro-5
04/05/2022 02:40:00,0.4,89.39,3.7,0,weather-pro-5
04/05/2022 02:45:00,-0.7,87.53,4.5,0,weather-pro-5
04/05/2022 02:50:00,-0.1,89.34,3.8,0,weather-pro-5
04/05/2022 02:55:00,-1.3,88.43,3.7,0,weather-pro-5
04/05/2022 03:00:00,-1,92.92,1.8,0,weather-pro-5
04/05/2022 03:05:00,-1.7,92.51,2.2,0,weather-pro-5
04/05/2022 03:10:00,-1.7,93.88,2.6,0,weather-pro-5
04/05/2022 03:15:00,-1.9,92.63,2.3,0,weather-pro-5
04/05/2022 03:20:00,-1.7,93.22,1.2,0,weather-pro-5
04/05/2022 03:25:00,-1.5,92.13,2.7,0,weather-pro-5
04/05/2022 03:30:00,-1.7,93.75,1.7,0,weather-pro-5
04/05/2022 03:35:00,-0.4,93.37,1.3,0,weather-pro-5
04/05/2022 03:40:00,-0.5,93.02,2.4,0,weather-pro-5
04/05/2022 03:45:00,-0.7,92.3,0.8,0,weather-pro-5
04/05/2022 03:50:00,-1.9,93.58,2.3,0,weather-pro-5
04/05/2022 03:55:00,-1.5,93.25,2.1,0,weather-pro-5
04/05/2022 04:00:00,-2,93.47,3.2,0,weather-pro-5
04/05/2022 04:05:00,-1.5,92.62,2.3,0,weather-pro-5
04/05/2022 04:10:00,-1.9,94.03,3.8,0,weather-pro-5
04/05/2022 04:15:00,-1.3,93.66,3,0,weather-pro-5
04/05/2022 04:20:00,-1.5,93.85,3.5,0,weather-pro-5
04/05/2022 04:25:00,-1.9,93.67,2.4,0,weather-pro-5
04/05/2022 04:30:00,-1.7,94.39,2.5,0,weather-pro-5
04/05/2022 04:35:00,-2.2,92.67,2.6,0,weather-pro-5
04/05/2022 04:40:00,-2.5,93.03,4,0,weather-pro-5
04/05/2022 04:45:00,-1.6,94.16,3.6,0,weather-pro-5
04/05/2022 04:50:00,-1.5,93.49,3.4,0,weather-pro-5
04/05/2022 04:55:00,-1.4,92.94,2.7,0,weather-pro-5
04/05/2022 05:00:00,1.6,80.82,7.1,0,weather-pro-5
04/05/2022 05:05:00,0.9,81.44,6.6,0,weather-pro-5
04/05/2022 05:10:00,1.7,80.47,7.9,0,weather-pro-5
04/05/2022 05:15:00,2.5,79.9,6.2,0,weather-pro-5
04/05/2022 05:20:00,1.8,80.13,6.3,0,weather-pro-5
04/05/2022 05:25:00,2,80.78,6.5,0,weather-pro-5
04/05/2022 05:30:00,2.5,81.43,8,0,weather-pro-5
04/05/2022 05:35:00,0.6,81.06,7.5,0,weather-pro-5
04/05/2022 05:40:00,2,79.98,7.8,0,weather-pro-5
04/05/2022 05:45:00,2.3,81.76,6.3,0,weather-pro-5
04/05/2022 05:50:00,1.4,80.32,6.4,0,weather-pro-5
04/05/2022 05:55:00,2.2,80.74,6.2,0,weather-pro-5
04/05/2022 06:00:00,-3,92.81,0,0,weather-pro-5
04/05/2022 06:05:00,-3.2,92.62,0,0,weather-pro-5
04/05/2022 06:10:00,-3.9,93.72,0,0,weather-pro-5
04/05/2022 06:15:00,-2.2,93.73,0,0,weather-pro-5
04/05/2022 06:20:00,-2.8,92.25,0.9,0,weather-pro-5
04/05/2022 06:25:00,-3.6,93.14,0,0,weather-pro-5
04/05/2022 06:30:00,-3.9,93.28,0.2,0,weather-pro-5
04/05/2022 06:35:00,-3.4,92.32,0.6,0,weather-pro-5
04/05/2022 06:40:00,-2.4,92.12,0.8,0,weather-pro-5
04/05/2022 06:45:00,-3,93.21,0,0,weather-pro-5
04/05/2022 06:50:00,-2.7,92.18,0.6,0,weather-pro-5
04/05/2022 06:55:00,-3,92.98,0,0,weather-pro-5
04/05/2022 07:00:00,-3,92.81,1.8,0,weather-pro-5
04/05/2022 07:05:00,-3.4,92.03,2.7,0,weather-pro-5
04/05/2022 07:10:00,-4,93.08,1.7,0,weather-pro-5
04/05/2022 07:15:00,-2.4,92.88,0.9,0,weather-pro-5
04/05/2022 07:20:00,-3.7,92.1,1.7,0,weather-pro-5
04/05/2022 07:25:00,-3.9,91.99,2.7,0,weather-pro-5
04/05/2022 07:30:00,-2,92.36,1.2,0,weather-pro-5
04/05/2022 07:35:00,-2.3,92.63,0.9,0,weather-pro-5
04/05/2022 07:40:00,-3.1,92.58,2.5,0,weather-pro-5
04/05/2022 07:45:00,-3.4,93.51,1.8,0,weather-pro-5
04/05/2022 07:50:00,-2.6,92.1,0.9,0,weather-pro-5
04/05/2022 07:55:00,-2.7,92.18,1.2,0,weather-pro-5
04/05/2022 08:00:00,4.3,74,7.1,2,weather-pro-5
04/05/2022 08:05:00,4.7,73.32,7.6,2,weather-pro-5
04/05/2022 08:10:00,4.6,74.29,7.9,2,weather-pro-5
04/05/2022 08:15:00,5.1,73.81,7.5,2,weather-pro-5
04/05/2022 08:20:00,4.5,74.54,7.4,2,weather-pro-5
04/05/2022 08:25:00,4.7,73.05,7.8,2,weather-pro-5
04/05/2022 08:30:00,4.6,73.89,7.3,2,weather-pro-5
04/05/2022 08:35:00,3.4,74.03,7.8,2,weather-pro-5
04/05/2022 08:40:00,3.4,73.57,6.4,2,weather-pro-5
04/05/2022 08:45:00,4.6,74.94,7.1,2,weather-pro-5
04/05/2022 08:50:00,4.3,74.35,7.5,2,weather-pro-5
04/05/2022 08:55:00,3.6,73.56,8,2,weather-pro-5
04/05/2022 09:00:00,5,75.35,1.8,4,weather-pro-5
04/05/2022 09:05:00,5,74.92,0.9,4,weather-pro-5
04/05/2022 09:10:00,4.6,74.71,0.9,4,weather-pro-5
04/05/2022 09:15:00,5.1,75.49,1.9,4,weather-pro-5
04/05/2022 09:20:00,5.6,75.95,2.2,4,weather-pro-5
04/05/2022 09:25:00,4.5,76.07,1.9,4,weather-pro-5
