time,temperature,humidity,windspeed,uvindex,deviceid
04/03/2022 03:10:00,4.3,87.41,22.6,0,weather-pro-3
04/03/2022 03:15:00,4,86.11,22.4,0,weather-pro-3
04/03/2022 03:20:00,3.2,87.29,21.9,0,weather-pro-3
04/03/2022 03:25:00,4.8,86.52,21.8,0,weather-pro-3
04/03/2022 03:30:00,4.8,87.67,23,0,weather-pro-3
04/03/2022 03:35:00,4.3,87.68,23.1,0,weather-pro-3
04/03/2022 03:40:00,4.7,86.12,21.9,0,weather-pro-3
04/03/2022 03:45:00,3.1,87.31,21.8,0,weather-pro-3
04/03/2022 03:50:00,4.6,87.23,21.4,0,weather-pro-3
04/03/2022 03:55:00,3.4,85.86,21.4,0,weather-pro-3
04/03/2022 04:00:00,3,93.14,20.5,0,weather-pro-3
04/03/2022 04:05:00,3.8,92.5,20.9,0,weather-pro-3
04/03/2022 04:10:00,3.5,93.23,20.3,0,weather-pro-3
04/03/2022 04:15:00,3.5,93.81,20.2,0,weather-pro-3
04/03/2022 04:20:00,3.8,93.31,20.1,0,weather-pro-3
04/03/2022 04:25:00,3.7,93.48,21.1,0,weather-pro-3
04/03/2022 04:30:00,3,94.02,21.1,0,weather-pro-3
04/03/2022 04:35:00,2.6,92.72,20,0,weather-pro-3
04/03/2022 04:40:00,3.8,93.48,21,0,weather-pro-3
04/03/2022 04:45:00,2.5,92.58,19.8,0,weather-pro-3
04/03/2022 04:50:00,3.6,93.7,19.7,0,weather-pro-3
04/03/2022 04:55:00,2.8,93.37,21.2,0,weather-pro-3
04/03/2022 05:00:00,2.5,91.88,3.6,0,weather-pro-3
04/03/2022 05:05:00,2.3,91.73,3.1,0,weather-pro-3
04/03/2022 05:10:00,1.9,91.99,3.9,0,weather-pro-3
04/03/2022 05:15:00,2.3,91.99,4.1,0,weather-pro-3
04/03/2022 05:20:00,2.1,92.76,3.8,0,weather-pro-3
04/03/2022 05:25:00,1.7,92.82,3.4,0,weather-pro-3
04/03/2022 05:30:00,2.3,91.81,4.4,0,weather-pro-3
04/03/2022 05:35:00,2.7,92.1,3.1,0,weather-pro-3
04/03/2022 05:40:00,1.6,92.35,4,0,weather-pro-3
04/03/2022 05:45:00,1.6,92.38,3.3,0,weather-pro-3
04/03/2022 05:50:00,1.5,92.5,2.6,0,weather-pro-3
04/03/2022 05:55:00,2.4,92.1,3.9,0,weather-pro-3
04/03/2022 06:00:00,3,93.14,14.8,0,weather-pro-3
04/03/2022 06:05:00,2.3,93.98,14.4,0,weather-pro-3
04/03/2022 06:10:00,2.5,93.08,15.4,0,weather-pro-3
04/03/2022 06:15:00,3,93.7,15.7,0,weather-pro-3
04/03/2022 06:20:00,2.6,93.56,13.9,0,weather-pro-3
04/03/2022 06:25:00,3.7,93.21,14.9,0,weather-pro-3
04/03/2022 06:30:00,3.2,93.18,14.2,0,weather-pro-3
04/03/2022 06:35:00,3.9,93.22,14.9,0,weather-pro-3
04/03/2022 06:40:00,3.6,93.41,14,0,weather-pro-3
04/03/2022 06:45:00,2.6,93.27,14,0,weather-pro-3
04/03/2022 06:50:00,3.9,94.05,15.7,0,weather-pro-3
04/03/2022 06:55:00,3.6,93.9,13.8,0,weather-pro-3
04/03/2022 07:00:00,3,86.7,14.8,0,weather-pro-3
04/03/2022 07:05:00,3.6,86.47,14.9,0,weather-pro-3
04/03/2022 07:10:00,2.1,86.12,14.7,0,weather-pro-3
04/03/2022 07:15:00,3.5,86.08,14.8,0,weather-pro-3
04/03/2022 07:20:00,3.8,87.01,15.2,0,weather-pro-3
04/03/2022 07:25:00,3.4,86.31,15.5,0,weather-pro-3
04/03/2022 07:30:00,3.3,86.63,14.1,0,weather-pro-3
04/03/2022 07:35:00,3.1,86.76,14.8,0,weather-pro-3
04/03/2022 07:40:00,3,86.57,14.9,0,weather-pro-3
04/03/2022 07:45:00,3.9,87.49,15.5,0,weather-pro-3
04/03/2022 07:50:00,2.4,86.15,15.2,0,weather-pro-3
04/03/2022 07:55:00,2.1,86.95,14.6,0,weather-pro-3
04/03/2022 08:00:00,3.6,88.51,3.6,0,weather-pro-3
04/03/2022 08:05:00,3.1,87.82,4.1,0,weather-pro-3
04/03/2022 08:10:00,2.6,88.22,3,0,weather-pro-3
04/03/2022 08:15:00,3.1,88.34,3.8,0,weather-pro-3
04/03/2022 08:20:00,4,88.78,4,0,weather-pro-3
04/03/2022 08:25:00,3.9,87.75,4.4,0,weather-pro-3
04/03/2022 08:30:00,4.2,88.54,3.4,0,weather-pro-3
04/03/2022 08:35:00,3.8,88.49,3.9,0,weather-pro-3
04/03/2022 08:40:00,2.7,87.71,3.4,0,weather-pro-3
04/03/2022 08:45:00,4.1,88.61,4.3,0,weather-pro-3
04/03/2022 08:50:00,3,89.18,2.8,0,weather-pro-3
04/03/2022 08:55:00,3.2,89.3,4.5,0,weather-pro-3
04/03/2022 09:00:00,3,86.7,24.1,1,weather-pro-3
04/03/2022 09:05:00,3,86.7,25.1,1,weather-pro-3
04/03/2022 09:10:00,3.4,86.61,23.2,1,weather-pro-3
04/03/2022 09:15:00,3.5,87.3,25,1,weather-pro-3
04/03/2022 09:20:00,3.4,87.54,24.8,1,weather-pro-3
04/03/2022 09:25:00,4,86.76,23.2,1,weather-pro-3
04/03/2022 09:30:00,3.5,86.76,23.7,1,weather-pro-3
04/03/2022 09:35:00,2.1,86.16,24.1,1,weather-pro-3
04/03/2022 09:40:00,3.1,87.09,23.9,1,weather-pro-3
04/03/2022 09:45:00,3,86.35,24.2,1,weather-pro-3
04/03/2022 09:50:00,2.1,86.33,23.4,1,weather-pro-3
04/03/2022 09:55:00,3.2,86.41,23.8,1,weather-pro-3
04/03/2022 10:00:00,3,86.7,20.5,2,weather-pro-3
04/03/2022 10:05:00,4,86.3,21,2,weather-pro-3
04/03/2022 10:10:00,3.7,86.33,20.5,2,weather-pro-3
04/03/2022 10:15:00,2.4,85.76,19.7,2,weather-pro-3
04/03/2022 10:20:00,3.9,86.32,20.6,2,weather-pro-3
04/03/2022 10:25:00,2.8,86,19.5,2,weather-pro-3
04/03/2022 10:30:00,2.8,86.06,19.5,2,weather-pro-3
04/03/2022 10:35:00,2.7,86.74,20,2,weather-pro-3
04/03/2022 10:40:00,2.4,87.47,21.2,2,weather-pro-3
04/03/2022 10:45:00,3,85.8,19.6,2,weather-pro-3
04/03/2022 10:50:00,2.4,86.97,21.3,2,weather-pro-3
04/03/2022 10:55:00,2.5,87.12,21.3,2,weather-pro-3
04/03/2022 11:00:00,6.5,74.1,14.3,1,weather-pro-3
04/03/2022 11:05:00,7,74.66,13.5,1,weather-pro-3
04/03/2022 11:10:00,6.2,74.85,13.7,1,weather-pro-3
04/03/2022 11:15:00,6.1,73.74,15,1,weather-pro-3
04/03/2022 11:20:00,5.6,73.77,14.2,1,weather-pro-3
04/03/2022 11:25:00,5.8,73.31,13.9,1,weather-pro-3
04/03/2022 11:30:00,6,74.01,14.5,1,weather-pro-3
04/03/2022 11:35:00,6,73.28,14.9,1,weather-pro-3
04/03/2022 11:40:00,6.1,73.69,15,1,weather-pro-3
04/03/2022 11:45:00,6.3,74.06,13.7,1,weather-pro-3
04/03/2022 11:50:00,6.9,73.24,14.6,1,weather-pro-3
04/03/2022 11:55:00,5.9,74.98,13.9,1,weather-pro-3
04/03/2022 12:00:00,4,80.8,16.6,3,weather-pro-3
04/03/2022 12:05:00,3.3,81.09,16,3,weather-pro-3
04/03/2022 12:10:00,3.8,80.61,16.9,3,weather-pro-3
04/03/2022 12:15:00,3.4,81.65,16.3,3,weather-pro-3
04/03/2022 12:20:00,3.1,81.73,17.5,3,weather-pro-3
04/03/2022 12:25:00,4,81.49,16.9,3,weather-pro-3
04/03/2022 12:30:00,3.3,80.12,15.9,3,weather-pro-3
04/03/2022 12:35:00,3.9,81.55,15.7,3,weather-pro-3
04/03/2022 12:40:00,3.3,81.44,16.1,3,weather-pro-3
04/03/2022 12:45:00,4.8,81.21,17.5,3,weather-pro-3
04/03/2022 12:50:00,4.2,81.1,15.9,3,weather-pro-3
04/03/2022 12:55:00,3.3,81.26,16.2,3,weather-pro-3
04/03/2022 13:00:00,6,70.3,18.4,5,weather-pro-3
04/03/2022 13:05:00,5.2,70.12,18.2,5,weather-pro-3
04/03/2022 13:10:00,5.6,71.26,18.3,5,weather-pro-3
04/03/2022 13:15:00,6,69.83,18.2,5,weather-pro-3
04/03/2022 13:20:00,5.7,70.02,19.4,5,weather-pro-3
04/03/2022 13:25:00,6.3,70.67,18.7,5,weather-pro-3
04/03/2022 13:30:00,5,69.53,18.6,5,weather-pro-3
04/03/2022 13:35:00,6.3,70.02,18.9,5,weather-pro-3
04/03/2022 13:40:00,6.7,70.88,18.2,5,weather-pro-3
04/03/2022 13:45:00,6,70.9,18.8,5,weather-pro-3
04/03/2022 13:50:00,5.8,70.56,19.1,5,weather-pro-3
04/03/2022 13:55:00,5.7,70.1,19.3,5,weather-pro-3
04/03/2022 14:00:00,6.5,68.88,10.1,3,weather-pro-3
04/03/2022 14:05:00,6.8,69.69,9.3,3,weather-pro-3
04/03/2022 14:10:00,5.7,69.64,10.2,3,weather-pro-3
04/03/2022 14:15:00,7.1,69.33,10.5,3,weather-pro-3
04/03/2022 14:20:00,6,69.66,10,3,weather-pro-3
04/03/2022 14:25:00,7.2,67.9,9.5,3,weather-pro-3
04/03/2022 14:30:00,6.9,69.11,9.5,3,weather-pro-3
04/03/2022 14:35:00,7.1,68.39,10.7,3,weather-pro-3
04/03/2022 14:40:00,5.8,68.18,9.5,3,weather-pro-3
04/03/2022 14:45:00,6,69.36,9.4,3,weather-pro-3
04/03/2022 14:50:00,6,68.28,10.6,3,weather-pro-3
04/03/2022 14:55:00,5.7,68.84,10.4,3,weather-pro-3
04/03/2022 15:00:00,6,65.4,22.3,1,weather-pro-3
04/03/2022 15:05:00,5.4,65.74,23.2,1,weather-pro-3
04/03/2022 15:10:00,5.4,64.64,21.8,1,weather-pro-3
04/03/2022 15:15:00,6.5,65.29,21.4,1,weather-pro-3
04/03/2022 15:20:00,5.1,65.21,23,1,weather-pro-3
04/03/2022 15:25:00,6.1,66.05,21.6,1,weather-pro-3
04/03/2022 15:30:00,6.5,65.27,23,1,weather-pro-3
04/03/2022 15:35:00,5.5,65.04,22.3,1,weather-pro-3
04/03/2022 15:40:00,6.9,65.19,21.8,1,weather-pro-3
04/03/2022 15:45:00,5.6,64.48,22.5,1,weather-pro-3
04/03/2022 15:50:00,6.8,64.82,22.3,1,weather-pro-3
04/03/2022 15:55:00,6.4,65.98,21.4,1,weather-pro-3
04/03/2022 16:00:00,5,65.17,20.5,1,weather-pro-3
04/03/2022 16:05:00,4.6,65.07,20.3,1,weather-pro-3
04/03/2022 16:10:00,4.7,64.9,20.9,1,weather-pro-3
04/03/2022 16:15:00,5.7,65.6,20.7,1,weather-pro-3
04/03/2022 16:20:00,5.3,65.99,21.2,1,weather-pro-3
04/03/2022 16:25:00,4.4,64.61,19.8,1,weather-pro-3
04/03/2022 16:30:00,5.6,65.52,21,1,weather-pro-3
04/03/2022 16:35:00,4.6,65.9,19.7,1,weather-pro-3
04/03/2022 16:40:00,4.8,65.05,19.6,1,weather-pro-3
04/03/2022 16:45:00,5.9,64.41,20.2,1,weather-pro-3
04/03/2022 16:50:00,5.3,65.46,20.9,1,weather-pro-3
04/03/2022 16:55:00,4.9,65.76,19.5,1,weather-pro-3
04/03/2022 17:00:00,5,84.72,7.5,1,weather-pro-3
04/03/2022 17:05:00,4.7,85.54,6.9,1,weather-pro-3
04/03/2022 17:10:00,5.3,84.98,6.6,1,weather-pro-3
04/03/2022 17:15:00,5.4,84.18,7.5,1,weather-pro-3
04/03/2022 17:20:00,4.5,85.1,6.6,1,weather-pro-3
04/03/2022 17:25:00,5.3,85.44,6.7,1,weather-pro-3
04/03/2022 17:30:00,5.1,85.38,7.1,1,weather-pro-3
04/03/2022 17:35:00,5,84.91,8.4,1,weather-pro-3
04/03/2022 17:40:00,5.3,84.25,6.8,1,weather-pro-3
04/03/2022 17:45:00,5.4,84.77,7,1,weather-pro-3
04/03/2022 17:50:00,4.8,85.16,7.5,1,weather-pro-3
04/03/2022 17:55:00,5.2,84.47,6.7,1,weather-pro-3
04/03/2022 18:00:00,5,70.1,14.8,0,weather-pro-3
04/03/2022 18:05:00,5.2,69.76,15,0,weather-pro-3
04/03/2022 18:10:00,5.3,69.6,15,0,weather-pro-3
04/03/2022 18:15:00,5.2,69.31,15,0,weather-pro-3
04/03/2022 18:20:00,5.4,70.05,15.5,0,weather-pro-3
04/03/2022 18:25:00,4.2,69.26,14.1,0,weather-pro-3
04/03/2022 18:30:00,4.9,69.29,14.5,0,weather-pro-3
04/03/2022 18:35:00,4.7,69.34,15.3,0,weather-pro-3
04/03/2022 18:40:00,5.4,69.96,14.9,0,weather-pro-3
04/03/2022 18:45:00,4,69.36,14,0,weather-pro-3
04/03/2022 18:50:00,5.3,70.46,14.5,0,weather-pro-3
04/03/2022 18:55:00,5.9,69.77,15.3,0,weather-pro-3
04/03/2022 19:00:00,5,56.24,14.8,0,weather-pro-3
04/03/2022 19:05:00,5.8,56.48,14.4,0,weather-pro-3
04/03/2022 19:10:00,4.4,56.78,15.8,0,weather-pro-3
04/03/2022 19:15:00,5.9,56.71,14,0,weather-pro-3
04/03/2022 19:20:00,5,56.09,15.4,0,weather-pro-3
04/03/2022 19:25:00,5.1,55.39,14.7,0,weather-pro-3
04/03/2022 19:30:00,4.8,55.81,15.6,0,weather-pro-3
04/03/2022 19:35:00,5.4,56.43,15.3,0,weather-pro-3
04/03/2022 19:40:00,4.7,57.03,15.3,0,weather-pro-3
04/03/2022 19:45:00,5.7,56.84,14.2,0,weather-pro-3
04/03/2022 19:50:00,4.9,56.37,15.1,0,weather-pro-3
04/03/2022 19:55:00,4.1,55.71,13.9,0,weather-pro-3
04/03/2022 20:00:00,2.7,85.18,4.3,0,weather-pro-3
04/03/2022 20:05:00,3.5,85.35,3.8,0,weather-pro-3
04/03/2022 20:10:00,3.4,85.92,4.9,0,weather-pro-3
04/03/2022 20:15:00,3.1,85.19,5.3,0,weather-pro-3
04/03/2022 20:20:00,1.8,85.78,5,0,weather-pro-3
04/03/2022 20:25:00,1.7,86.15,4.5,0,weather-pro-3
04/03/2022 20:30:00,2.1,84.85,3.6,0,weather-pro-3
04/03/2022 20:35:00,2.5,86.11,4.6,0,weather-pro-3
04/03/2022 20:40:00,2.1,85.98,4.9,0,weather-pro-3
04/03/2022 20:45:00,2.4,86.03,4.2,0,weather-pro-3
04/03/2022 20:50:00,1.9,84.51,3.6,0,weather-pro-3
04/03/2022 20:55:00,3.3,84.49,5,0,weather-pro-3
04/03/2022 21:00:00,5,56.24,13,0,weather-pro-3
04/03/2022 21:05:00,5.5,56.35,12.2,0,weather-pro-3
04/03/2022 21:10:00,5.3,55.95,13.1,0,weather-pro-3
04/03/2022 21:15:00,4.8,56.75,14,0,weather-pro-3
04/03/2022 21:20:00,4.4,55.42,12.7,0,weather-pro-3
04/03/2022 21:25:00,5.4,57,12.3,0,weather-pro-3
04/03/2022 21:30:00,4.7,56.54,12.9,0,weather-pro-3
04/03/2022 21:35:00,5.7,55.32,13.9,0,weather-pro-3
04/03/2022 21:40:00,4.9,56.7,12.4,0,weather-pro-3
04/03/2022 21:45:00,5.7,55.88,12.7,0,weather-pro-3
04/03/2022 21:50:00,4.7,56.51,12.4,0,weather-pro-3
04/03/2022 21:55:00,5.9,55.94,13.4,0,weather-pro-3
04/03/2022 22:00:00,4,64.94,14.8,0,weather-pro-3
04/03/2022 22:05:00,4.6,65.37,14.5,0,weather-pro-3
04/03/2022 22:10:00,3,64.36,15.1,0,weather-pro-3
04/03/2022 22:15:00,3.2,65.75,14.1,0,weather-pro-3
04/03/2022 22:20:00,3.8,64.6,15.1,0,weather-pro-3
04/03/2022 22:25:00,4.1,65.31,15,0,weather-pro-3
04/03/2022 22:30:00,4.5,64.2,14.3,0,weather-pro-3
04/03/2022 22:35:00,4.4,65.36,14,0,weather-pro-3
04/03/2022 22:40:00,4.9,64.1,15,0,weather-pro-3
04/03/2022 22:45:00,4.3,65.92,15.5,0,weather-pro-3
04/03/2022 22:50:00,3.2,65.39,13.9,0,weather-pro-3
04/03/2022 22:55:00,3.4,65.93,15.5,0,weather-pro-3
04/03/2022 23:00:00,2.4,87.76,3.6,0,weather-pro-3
04/03/2022 23:05:00,3.3,87.16,3.7,0,weather-pro-3
04/03/2022 23:10:00,2.9,87.74,4,0,weather-pro-3
04/03/2022 23:15:00,2.3,88.29,4.5,0,weather-pro-3
04/03/2022 23:20:00,1.7,87.29,3.6,0,weather-pro-3
04/03/2022 23:25:00,2,86.93,3.7,0,weather-pro-3
04/03/2022 23:30:00,2.4,88.33,3,0,weather-pro-3
04/03/2022 23:35:00,2.6,86.81,2.6,0,weather-pro-3
04/03/2022 23:40:00,2,88.67,4.3,0,weather-pro-3
04/03/2022 23:45:00,1.7,88.18,4.4,0,weather-pro-3
04/03/2022 23:50:00,2.2,87.89,3.8,0,weather-pro-3
04/03/2022 23:55:00,1.5,88.65,3.8,0,weather-pro-3
04/04/2022 00:00:00,3,75,3.6,0,weather-pro-3
04/04/2022 00:05:00,2.4,74.06,3,0,weather-pro-3
04/04/2022 00:10:00,2.9,75.95,3.6,0,weather-pro-3
04/04/2022 00:15:00,2,75.84,3.1,0,weather-pro-3
04/04/2022 00:20:00,3,74.88,2.7,0,weather-pro-3
04/04/2022 00:25:00,3.9,74.04,2.7,0,weather-pro-3
04/04/2022 00:30:00,2.7,74.77,3.7,0,weather-pro-3
04/04/2022 00:35:00,3,75.96,4.5,0,weather-pro-3
04/04/2022 00:40:00,2.4,74.64,3.6,0,weather-pro-3
04/04/2022 00:45:00,3.7,75.99,2.7,0,weather-pro-3
04/04/2022 00:50:00,2.9,75.22,3.5,0,weather-pro-3
04/04/2022 00:55:00,2.9,75.67,2.7,0,weather-pro-3
04/04/2022 01:00:00,3,75,7.6,0,weather-pro-3
04/04/2022 01:05:00,3.1,75.05,7.6,0,weather-pro-3
04/04/2022 01:10:00,3.8,75.32,8.1,0,weather-pro-3
04/04/2022 01:15:00,3,75.62,7.1,0,weather-pro-3
04/04/2022 01:20:00,2.1,74.89,6.7,0,weather-pro-3
04/04/2022 01:25:00,2.8,75.89,7.6,0,weather-pro-3
04/04/2022 01:30:00,2.8,75.86,7,0,weather-pro-3
04/04/2022 01:35:00,3.1,75.15,6.8,0,weather-pro-3
04/04/2022 01:40:00,2.6,74.81,7.3,0,weather-pro-3
04/04/2022 01:45:00,2.9,74.31,7.2,0,weather-pro-3
04/04/2022 01:50:00,3.2,74.41,6.7,0,weather-pro-3
04/04/2022 01:55:00,3.5,74.28,7.5,0,weather-pro-3
04/04/2022 02:00:00,2,88.82,0.7,0,weather-pro-3
04/04/2022 02:05:00,2.1,88.56,1.6,0,weather-pro-3
04/04/2022 02:10:00,1.6,88.23,0.9,0,weather-pro-3
04/04/2022 02:15:00,1.6,89.66,1.7,0,weather-pro-3
04/04/2022 02:20:00,2.1,88.84,0.4,0,weather-pro-3
04/04/2022 02:25:00,1.9,89.54,1.3,0,weather-pro-3
04/04/2022 02:30:00,1.3,88.17,0.4,0,weather-pro-3
04/04/2022 02:35:00,2.8,88.3,1.3,0,weather-pro-3
04/04/2022 02:40:00,2,89.2,0.8,0,weather-pro-3
04/04/2022 02:45:00,2.3,89.5,0.3,0,weather-pro-3
04/04/2022 02:50:00,2.6,89.24,0.3,0,weather-pro-3
04/04/2022 02:55:00,1.4,89.53,1.3,0,weather-pro-3
04/04/2022 03:00:00,3,75,3.6,0,weather-pro-3
04/04/2022 03:05:00,3.7,75.58,3.6,0,weather-pro-3
04/04/2022 03:10:00,2.7,74.15,3.1,0,weather-pro-3
04/04/2022 03:15:00,2,75.9,4.4,0,weather-pro-3
04/04/2022 03:20:00,2.8,75.19,3.1,0,weather-pro-3
04/04/2022 03:25:00,2.7,75.5,3.8,0,weather-pro-3
04/04/2022 03:30:00,2.4,75.45,2.7,0,weather-pro-3
04/04/2022 03:35:00,3.1,74.62,3.3,0,weather-pro-3
04/04/2022 03:40:00,2.8,74.87,4,0,weather-pro-3
04/04/2022 03:45:00,3.5,75.92,3,0,weather-pro-3
04/04/2022 03:50:00,2.8,75.67,4.5,0,weather-pro-3
04/04/2022 03:55:00,3.9,75.66,4.4,0,weather-pro-3
04/04/2022 04:00:00,1,93.03,3.6,0,weather-pro-3
04/04/2022 04:05:00,0.9,93.5,2.6,0,weather-pro-3
04/04/2022 04:10:00,0.5,92.05,4.5,0,weather-pro-3
04/04/2022 04:15:00,1.5,92.33,2.7,0,weather-pro-3
04/04/2022 04:20:00,1.5,92.09,4,0,weather-pro-3
04/04/2022 04:25:00,0.5,92.88,3,0,weather-pro-3
04/04/2022 04:30:00,0.8,92.65,2.9,0,weather-pro-3
04/04/2022 04:35:00,1.6,93.83,3.8,0,weather-pro-3
04/04/2022 04:40:00,1.6,93.53,3,0,weather-pro-3
04/04/2022 04:45:00,0.6,93.02,3.7,0,weather-pro-3
04/04/2022 04:50:00,1,92.64,3.4,0,weather-pro-3
04/04/2022 04:55:00,1.9,93.27,3.3,0,weather-pro-3
04/04/2022 05:00:00,1.5,93.04,3.4,0,weather-pro-3
04/04/2022 05:05:00,0.7,93.49,3.6,0,weather-pro-3
04/04/2022 05:10:00,1.8,92.85,2.6,0,weather-pro-3
04/04/2022 05:15:00,1.7,92.07,2.9,0,weather-pro-3
04/04/2022 05:20:00,1.4,93.96,3.6,0,weather-pro-3
04/04/2022 05:25:00,2.4,92.76,3,0,weather-pro-3
04/04/2022 05:30:00,1.5,93.05,3.7,0,weather-pro-3
04/04/2022 05:35:00,0.6,92.5,2.9,0,weather-pro-3
04/04/2022 05:40:00,2.5,93.35,3.2,0,weather-pro-3
04/04/2022 05:45:00,1.1,93.86,2.6,0,weather-pro-3
04/04/2022 05:50:00,1.8,93.78,3.3,0,weather-pro-3
04/04/2022 05:55:00,1,92.45,4.2,0,weather-pro-3
04/04/2022 06:00:00,2,86.6,1.8,0,weather-pro-3
04/04/2022 06:05:00,2.4,87.47,2.6,0,weather-pro-3
04/04/2022 06:10:00,1.7,87.26,1,0,weather-pro-3
04/04/2022 06:15:00,1.2,87.23,1.4,0,weather-pro-3
04/04/2022 06:20:00,1.3,86.24,1.2,0,weather-pro-3
04/04/2022 06:25:00,2.2,86.93,2.7,0,weather-pro-3
04/04/2022 06:30:00,2.7,86.82,2.1,0,weather-pro-3
04/04/2022 06:35:00,2.8,87.42,1.3,0,weather-pro-3
04/04/2022 06:40:00,2.2,87.41,2.5,0,weather-pro-3
04/04/2022 06:45:00,1.6,87.29,0.9,0,weather-pro-3
04/04/2022 06:50:00,2.1,87.43,2.3,0,weather-pro-3
04/04/2022 06:55:00,2.2,86.17,1.4,0,weather-pro-3
04/04/2022 07:00:00,2,80.52,1.8,0,weather-pro-3
04/04/2022 07:05:00,2.3,80.93,2,0,weather-pro-3
04/04/2022 07:10:00,1.5,80.7,1.3,0,weather-pro-3
04/04/2022 07:15:00,1.6,81.31,1.2,0,weather-pro-3
04/04/2022 07:20:00,2.2,80.01,1.8,0,weather-pro-3
04/04/2022 07:25:00,2.9,80.59,1.3,0,weather-pro-3
04/04/2022 07:30:00,1.6,80.63,2.4,0,weather-pro-3
04/04/2022 07:35:00,2.8,80.88,1.9,0,weather-pro-3
04/04/2022 07:40:00,1.6,81.03,1.7,0,weather-pro-3
04/04/2022 07:45:00,1.6,80.47,0.9,0,weather-pro-3
04/04/2022 07:50:00,2.4,80.03,2.6,0,weather-pro-3
04/04/2022 07:55:00,2.3,81.28,1.8,0,weather-pro-3
04/04/2022 08:00:00,2.9,82.03,3.2,1,weather-pro-3
04/04/2022 08:05:00,2.7,81.84,2.7,1,weather-pro-3
04/04/2022 08:10:00,2,82.94,3.4,1,weather-pro-3
04/04/2022 08:15:00,3.7,82.79,2.6,1,weather-pro-3
04/04/2022 08:20:00,2,81.79,3.6,1,weather-pro-3
04/04/2022 08:25:00,2.8,83.02,2.3,1,weather-pro-3
04/04/2022 08:30:00,2.3,82.77,2.9,1,weather-pro-3
04/04/2022 08:35:00,3.1,81.78,3.2,1,weather-pro-3
04/04/2022 08:40:00,2,82.92,3.7,1,weather-pro-3
04/04/2022 08:45:00,2.8,81.19,3.4,1,weather-pro-3
04/04/2022 08:50:00,2.2,82.01,3.8,1,weather-pro-3
04/04/2022 08:55:00,2.4,81.86,2.8,1,weather-pro-3
04/04/2022 09:00:00,5,65.17,3.6,3,weather-pro-3
04/04/2022 09:05:00,5.1,66.16,3.1,3,weather-pro-3
04/04/2022 09:10:00,5.6,66.08,3.1,3,weather-pro-3
04/04/2022 09:15:00,4.1,64.2,3.1,3,weather-pro-3
04/04/2022 09:20:00,4.9,65.03,4.4,3,weather-pro-3
04/04/2022 09:25:00,4.2,64.76,3.4,3,weather-pro-3
04/04/2022 09:30:00,5.6,64.47,2.6,3,weather-pro-3
04/04/2022 09:35:00,4.3,65.8,3.7,3,weather-pro-3
04/04/2022 09:40:00,5.2,64.36,3.3,3,weather-pro-3
